safegraph_place_id,raw_visit_counts,raw_visitor_counts,visits_by_day,popularity_by_hour,popularity_by_day
sg:d48a5424e5e04ea5b2895c6f5e998e63,379,195,"[8,14,17,14,17,11,15,6,9,17,18,16,25,26,6,16,11,12,13,9,8,3,18,9,12,12,7,7,8,4,11]","[0,0,0,0,0,0,0,6,30,69,90,120,127,120,124,138,128,114,73,51,22,10,0,0]","{""Monday"":61,""Tuesday"":65,""Wednesday"":56,""Thursday"":58,""Friday"":52,""Saturday"":60,""Sunday"":27}"
sg:ffbcfa06390d436396eeea3c1c1c6b9c,49,28,"[0,3,3,2,1,3,2,0,0,1,2,2,3,2,2,2,5,2,2,2,2,2,2,0,1,1,1,0,0,1,0]","[1,1,1,0,0,0,1,0,6,9,7,7,21,10,10,9,9,5,2,4,4,5,1,1]","{""Monday"":8,""Tuesday"":9,""Wednesday"":7,""Thursday"":6,""Friday"":9,""Saturday"":6,""Sunday"":4}"
sg:ad2d07f8a55248f88128e7860efcef2a,33,11,"[1,2,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,7,6,4,3,0,1,0,0,0,0,0,0,0,2]","[16,15,15,15,15,15,14,14,13,14,13,13,10,10,10,11,13,15,15,14,15,14,15,15]","{""Monday"":4,""Tuesday"":2,""Wednesday"":7,""Thursday"":7,""Friday"":6,""Saturday"":4,""Sunday"":3}"
sg:bb07f40959624d0e9bbd46683f3bd06e,65,24,"[0,2,1,3,1,3,4,1,3,1,3,1,3,1,4,3,2,2,3,1,2,0,3,2,7,2,1,3,0,2,1]","[1,2,1,2,4,23,27,29,35,34,36,35,30,20,12,6,2,3,3,2,1,0,0,1]","{""Monday"":13,""Tuesday"":7,""Wednesday"":15,""Thursday"":7,""Friday"":8,""Saturday"":10,""Sunday"":5}"
sg:41eac9527a5e4be49d5d5f20d8f7c1ac,137,102,"[10,4,8,2,5,13,25,7,5,4,4,7,6,12,12,1,1,0,3,0,1,0,0,0,0,0,0,1,6,0,0]","[0,0,0,0,0,0,1,1,4,6,9,14,22,36,30,45,45,50,39,35,28,18,5,1]","{""Monday"":10,""Tuesday"":13,""Wednesday"":6,""Thursday"":15,""Friday"":19,""Saturday"":45,""Sunday"":29}"
sg:1e0a062e3f9a46bbbed30a9fb2a9985f,260,154,"[11,4,5,8,8,22,22,23,7,5,8,9,13,17,14,7,10,10,4,6,0,0,5,7,8,3,6,2,9,2,5]","[5,1,0,8,23,40,46,48,52,53,55,73,69,80,66,44,39,38,44,40,32,32,19,14]","{""Monday"":25,""Tuesday"":32,""Wednesday"":34,""Thursday"":24,""Friday"":47,""Saturday"":50,""Sunday"":48}"
sg:7c6cb80b8f01472192fad036b8e7a377,126,100,"[11,4,7,4,10,11,5,8,6,5,7,10,5,5,3,1,0,3,1,3,3,0,0,1,2,2,1,1,2,2,3]","[2,1,1,1,1,1,3,2,4,5,7,13,14,19,18,22,22,23,23,19,12,11,7,2]","{""Monday"":13,""Tuesday"":16,""Wednesday"":16,""Thursday"":23,""Friday"":20,""Saturday"":15,""Sunday"":23}"
sg:7d73a3c890434c9d9423e897dfd11b9a,23,23,"[0,2,2,0,1,1,2,0,4,0,3,0,1,1,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,1,3,5,7,8,4,2,5,3,5,3,0,0,0,0,0]","{""Monday"":9,""Tuesday"":4,""Wednesday"":4,""Thursday"":1,""Friday"":2,""Saturday"":3,""Sunday"":0}"
sg:346bcc3efd6d4b10aad3b7793e7b1dbd,70,35,"[5,6,1,3,1,4,1,2,0,3,3,4,4,1,1,3,2,1,1,3,3,3,0,1,3,3,5,2,1,0,0]","[10,9,7,7,8,10,12,12,13,11,6,3,6,10,14,13,15,12,11,8,8,13,9,8]","{""Monday"":9,""Tuesday"":7,""Wednesday"":10,""Thursday"":9,""Friday"":16,""Saturday"":7,""Sunday"":12}"
sg:0f18b8216ad54804a0a64bddee4543f0,35,16,"[0,1,2,1,3,0,0,0,1,0,3,2,2,0,0,3,3,2,4,3,0,0,1,0,0,1,0,0,0,1,2]","[0,0,0,0,0,0,0,7,8,6,5,5,10,6,6,5,6,1,0,0,0,0,0,0]","{""Monday"":7,""Tuesday"":7,""Wednesday"":6,""Thursday"":10,""Friday"":5,""Saturday"":0,""Sunday"":0}"
sg:bb77e7619c4741d08aee45478d41ad2b,212,136,"[9,10,4,3,8,20,18,17,7,10,7,11,18,12,8,5,3,4,6,4,2,0,2,1,3,4,1,4,6,1,4]","[1,1,1,0,0,0,8,2,3,22,18,26,44,36,32,33,34,26,27,27,28,15,6,4]","{""Monday"":25,""Tuesday"":22,""Wednesday"":17,""Thursday"":29,""Friday"":43,""Saturday"":41,""Sunday"":35}"
sg:2b294061a4094658b461bd19b18507b6,25,24,"[4,3,0,2,0,0,4,1,0,0,1,0,0,1,4,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,0,3,3,2,4,2,4,5,3,1,0,0,0,0,0,0]","{""Monday"":4,""Tuesday"":0,""Wednesday"":5,""Thursday"":1,""Friday"":0,""Saturday"":6,""Sunday"":9}"
sg:2b2930c7d53e461fbb47fcc10d9873fa,455,373,"[31,8,15,12,10,43,74,46,10,4,6,15,25,41,43,3,5,3,0,3,0,1,0,0,4,4,2,0,43,2,2]","[2,1,0,0,0,0,0,7,15,26,35,55,62,79,63,70,49,71,80,114,140,123,104,53]","{""Monday"":23,""Tuesday"":26,""Wednesday"":25,""Thursday"":29,""Friday"":73,""Saturday"":156,""Sunday"":123}"
sg:b0ce95e1810247239a816de416404b8e,17,17,"[0,3,3,0,0,1,0,3,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,2,3,4,3,0,1,3,3,6,4,0,0,0,0,0]","{""Monday"":4,""Tuesday"":3,""Wednesday"":1,""Thursday"":2,""Friday"":2,""Saturday"":2,""Sunday"":3}"
sg:61144666248646f38ab857d7aae9518f,44,5,"[1,2,1,0,0,1,0,1,1,3,0,1,0,0,4,2,2,2,1,2,2,2,3,3,2,2,3,1,2,0,0]","[2,2,2,2,2,2,2,2,1,2,1,2,3,2,2,3,9,10,14,18,18,16,7,6]","{""Monday"":8,""Tuesday"":9,""Wednesday"":4,""Thursday"":4,""Friday"":6,""Saturday"":4,""Sunday"":9}"
sg:0f2515b12d2f4cd4a70c32458474182d,13,7,"[0,2,0,0,2,0,0,1,1,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0]","[0,1,0,0,0,0,0,0,0,2,6,4,2,2,1,4,3,0,0,0,0,0,0,0]","{""Monday"":5,""Tuesday"":0,""Wednesday"":2,""Thursday"":5,""Friday"":0,""Saturday"":0,""Sunday"":1}"
sg:018aaca85e814dc7a4e8f9dcb0a78c81,176,156,"[10,9,8,8,12,12,17,4,4,9,11,12,3,6,1,0,2,2,1,2,2,1,5,1,0,5,12,5,6,3,3]","[7,11,15,18,24,32,36,30,27,29,46,55,59,48,44,37,29,18,13,13,14,14,11,6]","{""Monday"":21,""Tuesday"":23,""Wednesday"":21,""Thursday"":30,""Friday"":29,""Saturday"":32,""Sunday"":20}"
sg:d3ec7659f27e4bfbb15f547497a5f99a,229,155,"[6,8,12,15,19,21,9,11,7,7,10,8,15,8,5,5,5,7,8,8,5,2,8,0,3,1,3,2,0,9,2]","[0,0,0,0,0,1,4,9,25,26,38,41,45,42,37,43,42,29,21,9,4,3,2,0]","{""Monday"":37,""Tuesday"":26,""Wednesday"":35,""Thursday"":36,""Friday"":47,""Saturday"":24,""Sunday"":24}"
sg:39b4ecc735154f70940dd6f4762ba7f1,77,63,"[3,6,6,6,3,5,5,2,5,5,0,4,4,7,0,0,0,2,3,0,0,0,2,1,0,0,0,2,5,0,1]","[0,0,0,0,0,0,0,0,2,5,5,9,13,18,16,11,11,13,10,14,13,11,6,4]","{""Monday"":13,""Tuesday"":13,""Wednesday"":8,""Thursday"":10,""Friday"":9,""Saturday"":19,""Sunday"":5}"
sg:6421e5a588c946da862b4fa3c2e7386d,45,34,"[1,0,11,8,0,4,3,4,1,7,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0]","[0,0,0,1,1,1,1,1,4,5,10,14,18,10,11,4,1,2,9,7,6,6,0,0]","{""Monday"":2,""Tuesday"":19,""Wednesday"":10,""Thursday"":1,""Friday"":5,""Saturday"":3,""Sunday"":5}"
sg:2bc1a30a2e314a7d9e3a2fe83061529d,220,77,"[2,19,15,17,15,15,10,0,16,13,15,11,9,6,0,11,8,8,7,5,2,1,3,3,3,1,1,0,1,3,0]","[3,4,2,3,5,8,6,9,11,10,18,27,28,26,27,38,44,31,32,21,7,4,4,5]","{""Monday"":52,""Tuesday"":39,""Wednesday"":43,""Thursday"":34,""Friday"":30,""Saturday"":18,""Sunday"":4}"
sg:5d02b42acf444c828f33167f0d85b127,112,105,"[7,4,2,5,6,13,10,12,8,2,1,5,11,6,3,2,1,1,3,2,1,0,0,1,1,2,0,0,3,0,0]","[0,0,0,1,2,2,1,1,5,14,13,15,12,12,13,12,12,14,18,17,12,10,4,0]","{""Monday"":14,""Tuesday"":6,""Wednesday"":8,""Thursday"":16,""Friday"":26,""Saturday"":20,""Sunday"":22}"
sg:6f6d18d68ab3434b9378ddfb6043995c,36,24,"[0,1,0,2,1,3,1,1,2,3,2,0,1,2,1,1,3,1,0,1,0,0,1,1,0,0,2,1,1,3,1]","[0,0,0,0,0,1,1,1,0,1,7,5,7,8,12,13,10,10,10,12,1,1,1,1]","{""Monday"":8,""Tuesday"":8,""Wednesday"":5,""Thursday"":1,""Friday"":7,""Saturday"":4,""Sunday"":3}"
sg:8f8624750b6a407f89d933f1f9f08bc9,644,457,"[59,15,20,16,12,55,105,54,9,23,19,31,45,62,43,3,3,1,1,2,2,0,3,0,1,0,2,0,56,2,0]","[8,2,1,2,12,17,17,18,17,18,35,45,47,77,91,114,113,102,136,184,176,180,117,98]","{""Monday"":32,""Tuesday"":46,""Wednesday"":37,""Thursday"":44,""Friday"":104,""Saturday"":225,""Sunday"":156}"
sg:4d529cf43d624cd2a95c3532c9cbd88b,24,21,"[0,1,1,2,2,2,1,2,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0]","[1,0,0,0,0,0,0,7,3,2,1,3,2,1,2,4,1,0,0,0,0,0,0,1]","{""Monday"":4,""Tuesday"":3,""Wednesday"":4,""Thursday"":4,""Friday"":2,""Saturday"":4,""Sunday"":3}"
sg:a0e852d2d34b4f7a9f08abe74278f9e2,21,19,"[1,2,1,0,1,3,0,1,0,0,0,1,0,2,0,0,1,0,0,1,3,1,0,0,0,1,1,0,1,0,0]","[0,0,0,0,0,0,0,3,1,2,3,1,0,0,0,0,1,1,3,2,3,2,3,2]","{""Monday"":2,""Tuesday"":2,""Wednesday"":0,""Thursday"":3,""Friday"":5,""Saturday"":6,""Sunday"":3}"
sg:4e0c8fa767844febb58d8eb6b8477b71,43,29,"[1,5,4,1,3,1,0,0,1,2,2,1,0,0,0,0,2,1,1,2,2,1,2,1,3,1,2,0,2,2,0]","[4,4,3,3,3,3,6,7,9,11,12,12,10,9,6,3,5,3,1,0,1,2,6,5]","{""Monday"":10,""Tuesday"":9,""Wednesday"":7,""Thursday"":6,""Friday"":5,""Saturday"":3,""Sunday"":3}"
sg:b6931abee4974ca286fea2a87b15dfec,36,18,"[1,1,1,2,4,1,1,0,0,1,0,1,3,0,1,0,1,2,3,0,0,1,2,1,3,2,0,0,1,0,3]","[5,3,3,4,3,3,4,4,5,5,3,8,13,1,3,3,7,6,5,4,3,2,2,3]","{""Monday"":3,""Tuesday"":7,""Wednesday"":7,""Thursday"":10,""Friday"":4,""Saturday"":2,""Sunday"":3}"
sg:3f3ee81456a24152af7b1d7450c5ab2f,311,225,"[20,14,17,11,5,39,58,20,7,15,7,3,33,19,22,0,1,0,0,0,0,0,1,0,0,0,0,0,19,0,0]","[3,1,1,0,0,1,3,0,0,1,3,14,27,34,41,46,39,52,70,93,104,87,54,22]","{""Monday"":22,""Tuesday"":33,""Wednesday"":18,""Thursday"":8,""Friday"":72,""Saturday"":96,""Sunday"":62}"
sg:71493ff5b4a144e384530188dee0f3e1,214,101,"[7,11,5,8,11,4,17,12,13,6,9,10,10,8,9,2,6,8,1,7,5,4,6,8,8,4,0,5,6,2,2]","[6,4,4,3,3,3,19,22,27,39,42,57,50,46,42,38,26,25,17,16,19,16,15,13]","{""Monday"":34,""Tuesday"":27,""Wednesday"":33,""Thursday"":26,""Friday"":21,""Saturday"":36,""Sunday"":37}"
sg:6f808da30d9b438ca8ef1e4224b5e158,34,18,"[0,3,3,1,0,2,0,0,0,2,2,2,2,0,2,3,3,2,1,0,0,0,3,0,1,0,0,0,2,0,0]","[5,5,5,5,8,8,13,17,16,17,19,18,14,13,15,14,3,4,4,5,6,5,5,5]","{""Monday"":9,""Tuesday"":8,""Wednesday"":6,""Thursday"":3,""Friday"":4,""Saturday"":2,""Sunday"":2}"
sg:20771b8b61b046aa863ea8c6e93bf1c1,387,233,"[8,8,18,20,8,14,32,17,10,29,16,23,15,18,7,7,18,17,24,8,5,6,10,6,5,8,5,4,13,4,4]","[34,31,26,26,25,25,18,9,12,18,36,56,60,61,64,77,69,84,81,70,40,39,35,34]","{""Monday"":39,""Tuesday"":75,""Wednesday"":58,""Thursday"":63,""Friday"":42,""Saturday"":68,""Sunday"":42}"
sg:3a1b50bf79f240c597188a75e1d0ec71,285,226,"[14,12,13,13,3,29,31,23,11,17,9,22,20,30,6,3,1,0,0,0,0,0,3,0,0,0,0,2,23,0,0]","[4,1,1,1,4,7,12,9,8,6,15,31,41,48,34,41,33,31,51,73,65,59,43,32]","{""Monday"":29,""Tuesday"":31,""Wednesday"":22,""Thursday"":25,""Friday"":49,""Saturday"":85,""Sunday"":44}"
sg:25f20c78b9cf465dab796ec2e4fcedee,14,5,"[0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,2,0,1,0,1,1,0,0,0]","[0,0,0,0,0,1,2,3,5,3,2,4,3,7,7,7,7,7,0,0,0,0,0,0]","{""Monday"":2,""Tuesday"":0,""Wednesday"":1,""Thursday"":1,""Friday"":5,""Saturday"":5,""Sunday"":0}"
sg:f2f83a544e19475a9fdfb37b04678b3a,19,19,"[4,0,1,0,0,0,4,0,1,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,2,3,7,7,3,1,1,0,0,0,0,0,0]","{""Monday"":3,""Tuesday"":2,""Wednesday"":0,""Thursday"":2,""Friday"":1,""Saturday"":7,""Sunday"":4}"
sg:4884ce5011df4eb0afe8a528f94ba642,55,37,"[1,0,3,1,0,6,6,0,0,3,5,1,1,8,2,4,9,0,1,1,0,1,0,2,0,0,0,0,0,0,0]","[2,2,2,2,2,6,5,5,5,6,5,15,12,10,11,7,8,6,3,0,4,6,3,2]","{""Monday"":4,""Tuesday"":17,""Wednesday"":6,""Thursday"":2,""Friday"":8,""Saturday"":14,""Sunday"":4}"
sg:e6c52ccd215141c98930f2ab4af3ceee,113,38,"[1,4,1,5,7,5,1,1,5,1,1,4,5,1,0,10,4,6,7,5,5,0,7,3,5,5,4,0,1,5,4]","[7,5,1,2,3,2,39,42,47,51,54,48,41,44,44,44,29,17,9,6,4,4,3,3]","{""Monday"":31,""Tuesday"":13,""Wednesday"":17,""Thursday"":23,""Friday"":19,""Saturday"":8,""Sunday"":2}"
sg:796a100cdf1140dab3bb18af8821ee76,70,30,"[1,3,6,2,5,1,5,2,3,13,2,5,2,0,1,1,0,2,2,2,0,1,2,0,1,0,3,3,0,0,2]","[0,0,0,0,0,0,0,1,6,8,14,18,19,21,23,19,15,9,6,5,3,4,4,1]","{""Monday"":9,""Tuesday"":21,""Wednesday"":7,""Thursday"":12,""Friday"":8,""Saturday"":8,""Sunday"":5}"
sg:936a3d7a3d884609aa0731573cb392d3,416,367,"[25,13,20,10,16,19,47,29,11,15,14,9,26,33,16,18,11,17,15,12,9,7,11,2,1,0,2,1,5,1,1]","[0,0,0,0,0,0,1,9,16,23,45,55,72,73,80,86,77,61,55,27,17,12,1,0]","{""Monday"":54,""Tuesday"":49,""Wednesday"":42,""Thursday"":40,""Friday"":59,""Saturday"":95,""Sunday"":77}"
sg:0b331d46573341d5bbb2e92e143b35e3,67,17,"[1,3,0,0,4,1,1,1,2,3,3,2,2,1,0,3,7,6,4,1,1,0,4,3,2,3,1,1,0,3,4]","[1,5,6,14,8,1,1,11,10,3,5,7,8,9,13,11,6,3,3,2,2,0,0,1]","{""Monday"":15,""Tuesday"":17,""Wednesday"":11,""Thursday"":13,""Friday"":5,""Saturday"":4,""Sunday"":2}"
sg:b72d1094966840f882dd7c37d19e5c9f,65,63,"[4,1,5,2,7,3,6,3,3,3,4,2,1,2,0,3,1,1,0,2,1,1,1,1,1,0,4,0,1,1,1]","[0,0,0,0,0,0,0,0,4,12,4,9,6,11,9,13,5,3,4,2,2,1,0,0]","{""Monday"":9,""Tuesday"":11,""Wednesday"":8,""Thursday"":9,""Friday"":10,""Saturday"":9,""Sunday"":9}"
sg:726452fa181e481aadd175f81f6c3315,258,227,"[26,11,15,7,16,16,22,21,9,11,8,2,10,19,11,1,8,13,6,10,2,6,3,0,0,0,1,1,2,0,1]","[1,0,0,0,0,0,0,1,2,6,25,38,41,39,57,47,57,49,39,23,14,8,2,1]","{""Monday"":24,""Tuesday"":35,""Wednesday"":28,""Thursday"":24,""Friday"":37,""Saturday"":46,""Sunday"":64}"
sg:7ab7c27a145042a2a2c705bdc6af95cb,247,209,"[6,4,0,5,11,11,19,19,19,20,27,36,33,14,4,2,0,2,0,1,2,0,1,1,0,0,1,0,9,0,0]","[56,33,6,0,0,0,0,2,4,7,16,15,13,16,18,21,23,35,31,33,53,55,36,47]","{""Monday"":26,""Tuesday"":21,""Wednesday"":34,""Thursday"":47,""Friday"":46,""Saturday"":44,""Sunday"":29}"
sg:47240467b24e44959f14028d8c127881,10,8,"[0,0,1,0,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,1,0,0,0,0,0,0,1,1,4,4,4,2,2,2,1,0,0,4,4,4,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":0,""Thursday"":2,""Friday"":3,""Saturday"":2,""Sunday"":2}"
sg:883b56547c8f4c08bd1c01f630b9cbbf,72,40,"[2,6,8,4,2,5,5,1,1,2,5,2,1,1,3,2,3,0,4,3,3,1,1,0,3,1,1,1,1,0,0]","[6,5,7,8,7,8,10,10,6,9,12,13,16,16,11,9,14,10,9,5,6,8,8,8]","{""Monday"":10,""Tuesday"":13,""Wednesday"":12,""Thursday"":9,""Friday"":10,""Saturday"":11,""Sunday"":7}"
sg:228b690c61bd457ebde0be8ad663d1ad,216,193,"[14,11,11,5,14,7,17,21,8,12,10,7,6,22,9,4,4,3,4,3,2,3,7,1,2,1,0,2,4,1,1]","[2,2,2,2,2,2,2,2,2,12,15,32,37,35,29,40,47,30,24,20,12,9,2,2]","{""Monday"":31,""Tuesday"":29,""Wednesday"":20,""Thursday"":26,""Friday"":16,""Saturday"":44,""Sunday"":50}"
sg:ff029f6334474892930d04b4e6861479,51,29,"[3,4,0,1,3,5,1,0,2,4,0,3,5,0,0,1,3,1,2,1,0,1,3,2,1,0,2,2,1,0,0]","[6,8,6,6,6,6,7,7,7,5,7,8,8,9,11,13,10,8,9,8,3,2,6,6]","{""Monday"":10,""Tuesday"":9,""Wednesday"":3,""Thursday"":8,""Friday"":13,""Saturday"":4,""Sunday"":4}"
sg:00af42500bc948f588070914332ed238,30,29,"[2,2,0,0,0,4,7,2,0,1,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,6,9,7,10,13,9,7,0]","{""Monday"":2,""Tuesday"":1,""Wednesday"":0,""Thursday"":1,""Friday"":7,""Saturday"":14,""Sunday"":5}"
sg:bd63b8154ee848cea91b83166c22a64b,51,21,"[0,1,3,3,3,3,1,1,2,0,4,2,1,1,0,2,2,3,2,1,0,0,5,3,1,2,1,1,1,1,1]","[6,7,3,2,3,3,7,8,9,14,16,13,11,10,11,9,7,4,1,4,2,3,3,4]","{""Monday"":11,""Tuesday"":9,""Wednesday"":11,""Thursday"":9,""Friday"":6,""Saturday"":4,""Sunday"":1}"
sg:e9b610b8c5d04bf9acbf75a8a7ede428,9,7,"[0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0]","[0,0,0,0,0,0,0,0,0,3,4,1,1,2,1,1,1,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":1,""Thursday"":4,""Friday"":2,""Saturday"":1,""Sunday"":1}"
sg:94da41b07ce14e75a50a21c5b6c0bbff,57,45,"[3,1,2,4,2,5,1,3,0,3,7,2,1,5,2,1,1,1,3,1,0,1,1,2,0,2,0,1,2,0,0]","[5,2,2,0,0,0,0,8,10,7,7,9,8,7,4,5,7,4,2,2,2,1,3,3]","{""Monday"":3,""Tuesday"":8,""Wednesday"":12,""Thursday"":9,""Friday"":7,""Saturday"":8,""Sunday"":10}"
sg:c30972c801144284a86e2a317c2e175f,326,214,"[23,46,34,36,30,28,6,3,4,16,3,6,4,8,6,5,6,8,6,2,6,6,10,3,2,2,2,5,6,3,1]","[14,13,13,14,14,19,16,13,11,10,14,20,51,67,45,32,29,40,44,57,70,49,36,24]","{""Monday"":68,""Tuesday"":60,""Wednesday"":49,""Thursday"":44,""Friday"":36,""Saturday"":30,""Sunday"":39}"
sg:fc36f120b49041d2a148c302a3488e8a,167,94,"[3,8,9,5,10,17,19,8,6,6,9,6,10,9,6,6,6,1,4,3,2,0,1,0,2,4,1,2,3,0,1]","[14,12,6,4,4,4,5,9,26,28,24,25,28,31,30,34,39,30,23,31,20,11,8,11]","{""Monday"":21,""Tuesday"":22,""Wednesday"":17,""Thursday"":24,""Friday"":31,""Saturday"":34,""Sunday"":18}"
sg:7f7dcd84529d49dd87281fd703279b30,135,79,"[12,17,2,7,1,7,4,4,3,5,5,4,7,11,9,5,1,5,2,1,3,0,3,2,1,0,4,3,3,2,2]","[11,11,11,10,7,8,9,8,8,11,14,16,14,19,24,19,26,33,36,28,21,15,11,9]","{""Monday"":30,""Tuesday"":12,""Wednesday"":18,""Thursday"":7,""Friday"":19,""Saturday"":24,""Sunday"":25}"
sg:94104156f370424e8a32d9d86ac7fa17,51,39,"[2,1,3,2,4,2,3,3,4,0,1,4,2,1,1,1,3,4,1,0,3,0,3,0,0,0,2,0,0,1,0]","[0,0,0,0,0,0,0,0,1,2,1,5,10,7,9,12,11,7,2,1,0,0,0,0]","{""Monday"":10,""Tuesday"":6,""Wednesday"":7,""Thursday"":9,""Friday"":6,""Saturday"":7,""Sunday"":6}"
sg:9f358c8e9f40488db5639062892178c7,37,20,"[2,1,1,2,1,1,2,1,1,3,2,2,3,0,1,4,2,1,1,2,1,0,1,0,1,0,0,1,0,0,0]","[1,1,1,1,1,2,3,3,3,16,21,22,21,17,17,8,7,5,3,3,1,1,1,1]","{""Monday"":7,""Tuesday"":6,""Wednesday"":6,""Thursday"":4,""Friday"":6,""Saturday"":4,""Sunday"":4}"
sg:e56b141c591f484aa46b20a8d731cb26,68,54,"[3,4,3,6,0,4,2,2,4,1,2,2,3,4,2,0,2,1,1,1,2,1,1,1,3,1,2,4,3,2,1]","[1,1,0,0,2,2,7,1,4,1,3,4,4,8,10,6,4,3,4,5,5,4,0,1]","{""Monday"":11,""Tuesday"":8,""Wednesday"":12,""Thursday"":4,""Friday"":10,""Saturday"":13,""Sunday"":10}"
sg:693347aacaaf4e1a82e98190a0a1d8f6,67,43,"[5,4,4,3,0,3,4,4,5,0,8,2,6,2,0,1,0,0,0,0,0,2,0,0,1,1,1,0,8,2,1]","[11,13,6,2,6,6,1,3,1,2,3,3,1,1,4,5,3,3,4,7,12,15,14,16]","{""Monday"":12,""Tuesday"":5,""Wednesday"":12,""Thursday"":3,""Friday"":10,""Saturday"":12,""Sunday"":13}"
sg:9a0c44b14be04f78a0d0b8d34b7d7986,40,38,"[5,2,0,0,5,0,0,3,0,1,3,1,1,0,1,3,1,0,1,0,1,0,2,1,3,0,3,2,0,1,0]","[0,0,0,0,0,0,0,0,1,2,0,3,8,6,7,6,10,3,5,3,2,3,2,0]","{""Monday"":8,""Tuesday"":3,""Wednesday"":6,""Thursday"":7,""Friday"":4,""Saturday"":3,""Sunday"":9}"
sg:90ab3323551f4470bcb60c438ce22552,36,23,"[0,1,3,2,3,2,5,1,1,1,4,3,1,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0]","[0,0,0,0,0,1,0,0,5,11,10,9,12,9,8,8,5,6,2,1,1,0,0,0]","{""Monday"":6,""Tuesday"":4,""Wednesday"":6,""Thursday"":7,""Friday"":3,""Saturday"":9,""Sunday"":1}"
sg:fbec1b0a2bc74fb4be46ff92a7d945ce,48,43,"[1,1,2,0,0,1,3,0,0,0,0,3,3,3,2,2,3,0,4,2,2,1,2,2,1,2,1,2,2,0,3]","[2,1,1,1,1,1,4,5,6,3,6,4,4,4,5,7,2,4,1,0,1,2,2,1]","{""Monday"":5,""Tuesday"":10,""Wednesday"":1,""Thursday"":9,""Friday"":7,""Saturday"":10,""Sunday"":6}"
sg:10230ac48d5d4d6c973f4bc342bfef54,120,51,"[0,3,4,10,9,11,4,1,11,11,8,4,11,2,2,5,4,5,4,2,0,0,1,2,2,1,0,0,0,1,2]","[6,5,4,2,4,10,13,17,39,31,18,25,19,13,14,23,16,12,11,10,4,3,5,5]","{""Monday"":21,""Tuesday"":23,""Wednesday"":25,""Thursday"":18,""Friday"":24,""Saturday"":6,""Sunday"":3}"
sg:cbb08574f1004517b1c3845d85644ccf,77,49,"[2,2,4,9,6,0,3,4,2,7,8,5,1,3,0,1,1,2,0,3,1,1,2,1,1,1,3,0,0,1,3]","[1,1,1,1,1,1,1,2,14,17,10,15,12,11,18,17,8,9,11,11,7,2,2,1]","{""Monday"":8,""Tuesday"":16,""Wednesday"":20,""Thursday"":12,""Friday"":7,""Saturday"":7,""Sunday"":7}"
sg:0c83780ada2345fe86b4a2355412df54,628,525,"[78,13,20,36,28,52,102,56,23,34,4,33,30,32,22,0,1,0,2,0,0,1,0,0,0,0,0,0,60,0,1]","[34,5,1,2,0,0,0,0,0,3,10,32,78,110,120,102,98,103,130,207,213,199,96,89]","{""Monday"":36,""Tuesday"":56,""Wednesday"":40,""Thursday"":63,""Friday"":82,""Saturday"":194,""Sunday"":157}"
sg:f9f36f0f3f19467c87950792cd96cc94,31,29,"[2,1,0,1,0,4,3,3,1,1,3,0,0,5,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,7,13,8,5,2,1,2,6,7,5,2,2,0,0,0,0]","{""Monday"":4,""Tuesday"":1,""Wednesday"":5,""Thursday"":0,""Friday"":5,""Saturday"":8,""Sunday"":8}"
sg:f119c116b8f74c08b30a63590d1082d1,81,58,"[0,3,3,1,2,4,2,2,7,7,3,14,11,2,0,3,2,4,0,1,0,1,0,0,1,1,1,0,2,3,1]","[2,2,1,0,0,0,0,10,15,14,22,18,18,14,17,15,6,8,9,5,1,4,4,1]","{""Monday"":16,""Tuesday"":13,""Wednesday"":9,""Thursday"":17,""Friday"":17,""Saturday"":6,""Sunday"":3}"
