"safegraph_place_id","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","category_tags","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","visitor_home_cbgs","visitor_work_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type"
sg:5662b9769ee342cc8444b95bf240303b,,Stone Hearth of Brooklyn,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.099957,-84.247455,309 S Main St,Brooklyn,MI,49230,US,+15175924411,,1583020800,1585699200,68,47,"[1,4,3,5,4,2,2,1,5,3,5,3,0,0,1,3,4,1,4,0,1,0,8,0,3,1,2,0,0,2,0]","{""260750063032"":5}",{},"{""US"":47}",7391,15.0,"{""<5"":0,""5-20"":44,""21-60"":8,""61-240"":5,"">240"":11}","{""Michaels Stores"":50,""United States Postal Service (USPS)"":37}","{""Country Market"":64,""Dollar General"":49,""Wesco Convenience Store"":49,""McDonald's"":46,""Anytime Fitness"":44,""Meijer"":44,""BP"":40,""Menard's"":39,""United States Postal Service (USPS)"":38,""Great Lakes Ace Hardware"":34,""CVS"":34,""Subway"":31,""Wendy's"":26,""Sam's Club"":24,""Kelly Express Mart"":23,""Burger King"":22,""Biggby Coffee"":21,""Shell Oil"":20,""Mobil"":18,""Family Farm & Home"":17}","[0,0,0,0,0,0,0,10,13,24,20,19,18,15,16,15,16,10,5,1,1,0,0,0]","{""Monday"":22,""Tuesday"":10,""Wednesday"":14,""Thursday"":12,""Friday"":4,""Saturday"":3,""Sunday"":3}","{""android"":33,""ios"":14}"
sg:2fa2d30492974ca2b6b4cce368d0e9fb,,Pinckney Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.457141,-83.945647,169 E Main St,Pinckney,MI,48169,US,+17349549198,"{ ""Mon"": [[""5:30"", ""17:00""]], ""Tue"": [[""5:30"", ""17:00""]], ""Wed"": [[""5:30"", ""17:00""]], ""Thu"": [[""5:30"", ""17:00""]], ""Fri"": [[""5:30"", ""17:00""]], ""Sat"": [[""6:00"", ""17:00""]], ""Sun"": [[""7:00"", ""14:00""]] }",1583020800,1585699200,23,12,"[1,2,2,1,2,0,1,0,0,2,3,1,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0]",{},{},"{""US"":12}",6818,112.0,"{""<5"":1,""5-20"":4,""21-60"":3,""61-240"":10,"">240"":5}",{},"{""Dollar General"":52,""Anytime Fitness"":49,""Kroger"":47,""McDonald's"":47,""Busch's Fresh Food Market"":42,""BP"":39,""Meijer"":32,""Rite Aid"":32,""Little Caesars"":32,""Speedway"":32,""GameStop"":23,""United States Postal Service (USPS)"":23,""The Home Depot"":20,""Dollar Tree"":20,""Subway"":19,""Biggby Coffee"":17,""Snap Fitness"":16,""Tim Hortons"":16,""Marco's Pizza"":16,""Jo-Ann Fabric and Craft Stores"":16}","[0,0,0,0,0,0,0,0,0,3,5,7,6,8,9,7,5,7,7,5,6,5,2,0]","{""Monday"":2,""Tuesday"":4,""Wednesday"":4,""Thursday"":3,""Friday"":4,""Saturday"":2,""Sunday"":4}","{""android"":8,""ios"":0}"
sg:74601af337ba4aea97c4a0cc4f521b8b,,Emagine Entertainment,SG_BRAND_1e45f611b9bafb3d37a329882f431295,Emagine Entertainment,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.547871,-83.214414,209 Hamilton Row,Birmingham,MI,48009,US,+12483850500,"{ ""Mon"": [[""10:00"", ""23:00""]], ""Tue"": [[""10:00"", ""23:00""]], ""Wed"": [[""10:00"", ""23:00""]], ""Thu"": [[""10:00"", ""24:00""]], ""Fri"": [[""10:00"", ""24:00""]], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""10:00"", ""23:00""]] }",,,,,,,,,,,,,,,,
sg:da72940e22314f58a725141cd547eefc,,Penn Theatre,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.370576,-83.468398,760 Penniman Ave,Plymouth,MI,48170,US,+17344530870,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [[""18:30"", ""21:00""]], ""Fri"": [[""18:30"", ""23:00""]], ""Sat"": [[""18:30"", ""23:00""]], ""Sun"": [[""16:30"", ""21:00""]] }",,,,,,,,,,,,,,,,
sg:dbe5510e53b7407886699c8f35d5d5b6,sg:15abd2e8c512417c8b5e346855620a78,AMC Entertainment,SG_BRAND_e5eedf3ad2b51dd7fa2f1a1e1cde18c2,AMC Entertainment,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.559407,-82.900392,35705 S Gratiot Ave,Clinton Twp,MI,48035,US,+15867915427,,1583020800,1585699200,533,341,"[42,7,25,29,16,36,67,47,10,27,11,14,27,30,25,3,5,3,1,8,6,10,6,6,4,5,3,6,45,6,3]","{""260992412002"":7,""260992412001"":7}",{},"{""US"":331}",9790,107.0,"{""<5"":3,""5-20"":58,""21-60"":103,""61-240"":328,"">240"":41}","{""Penn Station"":100,""Speedway"":19,""BP"":16,""Leo's Coney Island"":10,""Outback Steakhouse"":8}","{""Meijer"":37,""Kroger"":35,""McDonald's"":33,""Speedway"":21,""7-Eleven"":20,""BP"":20,""CVS"":19,""Dollar Tree"":17,""Mobil"":17,""Starbucks"":17,""Taco Bell"":16,""Marathon"":16,""Tim Hortons"":15,""Walmart"":14,""Sunoco"":14,""Burger King"":14,""Little Caesars"":12,""GameStop"":11,""Sam's Club"":11,""Sears Home Services"":11}","[41,27,25,20,18,17,15,15,20,25,37,53,69,78,75,86,91,102,101,145,167,174,106,65]","{""Monday"":32,""Tuesday"":66,""Wednesday"":47,""Thursday"":36,""Friday"":74,""Saturday"":146,""Sunday"":132}","{""android"":168,""ios"":173}"
sg:ecae306b2e0d46e39986159121962197,,Iversen's Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.304036,-83.251667,22441 Michigan Ave,Dearborn,MI,48124,US,+13134364287,,,,,,,,,,,,,,,,,
sg:5a748998da4a40f4aaf05a9228def59b,,The Book Nook & Java Shop,,,Book Stores and News Dealers,Book Stores,,451211,43.417377,-86.355134,8744 Ferry St,Montague,MI,49437,US,+12318945333,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""13:00""]] }",1583020800,1585699200,174,122,"[12,10,11,2,9,20,14,6,3,11,2,13,14,8,1,3,2,7,3,1,2,0,5,1,4,3,0,0,5,2,0]","{""261210038001"":9,""261210035001"":9,""261210037004"":9,""261210038003"":9,""261210038002"":7,""261210037003"":6,""261210039002"":5}",{},"{""US"":122}",8759,42.5,"{""<5"":2,""5-20"":60,""21-60"":43,""61-240"":68,"">240"":1}","{""Wesco Convenience Store"":30,""Plato's Closet"":9}","{""Wesco Convenience Store"":52,""Meijer"":43,""McDonald's"":23,""Sam's Club"":22,""Walgreens"":21,""Subway"":18,""Taco Bell"":15,""Goodwill Industries"":15,""Biggby Coffee"":13,""Menard's"":13,""Arby's"":13,""Marathon"":12,""Lowe's"":12,""Dollar General"":11,""BP"":10,""Wendy's"":10,""United States Postal Service (USPS)"":9,""Burger King"":9,""ALDI"":9,""Tractor Supply Co."":9}","[0,0,0,0,0,0,0,0,2,7,14,24,21,30,29,27,32,35,32,31,25,16,7,2]","{""Monday"":23,""Tuesday"":25,""Wednesday"":15,""Thursday"":28,""Friday"":35,""Saturday"":28,""Sunday"":20}","{""android"":73,""ios"":49}"
sg:d23826d711ad4741bd58c50f47159871,,Shrine of the Black Madonna,,,Book Stores and News Dealers,Book Stores,,451211,42.387278,-83.139922,13535 Livernois Ave,Detroit,MI,48238,US,+13134910777,,1583020800,1585699200,74,57,"[3,2,2,2,6,4,5,5,3,2,5,1,2,3,1,2,3,2,0,0,1,0,3,3,3,3,3,1,0,1,3]",{},{},"{""US"":53}",4862,12.5,"{""<5"":3,""5-20"":51,""21-60"":10,""61-240"":6,"">240"":4}","{""Popeyes Louisiana Kitchen"":33,""Family Dollar Stores"":24}","{""Marathon"":41,""BP"":39,""Family Dollar Stores"":35,""McDonald's"":32,""Sunoco"":32,""Mobil"":27,""CITGO"":26,""Meijer"":22,""The Home Depot"":22,""Rite Aid"":22,""Valero Energy"":21,""White Castle"":21,""Burger King"":21,""Wendy's"":20,""KFC"":18,""Subway"":17,""Dollar Tree"":16,""AutoZone"":16,""Happy's Pizza"":16,""Exxon Mobil"":15}","[5,4,3,4,1,3,2,5,2,4,6,3,3,10,6,4,11,9,7,4,9,5,6,7]","{""Monday"":11,""Tuesday"":13,""Wednesday"":12,""Thursday"":10,""Friday"":9,""Saturday"":10,""Sunday"":9}","{""android"":43,""ios"":14}"
sg:36d8f5f3ac0c4197b397d43e342bb2d9,,99 Trees Bookstore,,,Book Stores and News Dealers,Book Stores,,451211,43.5978,-83.887147,302 Center Ave,Bay City,MI,48708,US,+19897781427,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",1583020800,1585699200,13,12,"[0,0,2,2,1,1,1,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},"{""US"":12}",2763,13.0,"{""<5"":1,""5-20"":10,""21-60"":1,""61-240"":1,"">240"":0}","{""GCR Tire Centers"":50}","{""Meijer"":66,""McDonald's"":47,""Speedway"":40,""7-Eleven"":39,""Walmart"":39,""Walgreens"":36,""Tim Hortons"":33,""Menard's"":32,""Family Dollar Stores"":30,""Wendy's"":29,""O'Reilly Auto Parts"":24,""Mobil"":24,""Marathon"":23,""Kroger"":22,""Burger King"":21,""Taco Bell"":21,""Dollar Tree"":20,""Dollar General"":19,""Jet's Pizza"":17,""Rally's Drive-In Restaurants"":17}","[0,0,0,0,0,0,0,1,2,2,1,2,1,1,1,1,3,3,2,0,0,0,0,0]","{""Monday"":2,""Tuesday"":3,""Wednesday"":3,""Thursday"":1,""Friday"":1,""Saturday"":1,""Sunday"":2}","{""android"":9,""ios"":0}"
sg:efd23de6187c4d8e866747eddc44239e,sg:3c3d67e43a194e6ab31f4eabe85cbca6,Regal Entertainment Group,SG_BRAND_6cdab01ceb7ce1a3aa0ed865233aa6cb,Regal Entertainment Group,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.744131,-84.628201,5330 W Saginaw Hwy,Lansing,MI,48917,US,,,1583020800,1585699200,183,139,"[15,3,3,11,7,23,27,18,4,6,4,2,14,17,9,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0]","{""260450203022"":6}",{},"{""US"":139}",9062,102.0,"{""<5"":3,""5-20"":18,""21-60"":24,""61-240"":132,"">240"":6}","{""Meijer"":100,""Speedway"":99,""Steak 'n Shake"":8,""Chipotle Mexican Grill"":6,""Mobil"":6}","{""Meijer"":61,""McDonald's"":47,""Speedway"":32,""Walmart"":22,""Biggby Coffee"":20,""Culver's"":16,""Kroger"":16,""Menard's"":16,""Shell Oil"":15,""Subway"":15,""Wendy's"":14,""Taco Bell"":14,""Starbucks"":14,""Kay Jewelers"":13,""Sam's Club"":11,""Arby's"":11,""Planet Fitness"":11,""Marathon"":11,""Burger King"":11,""Dairy Queen"":10}","[9,3,1,0,0,0,1,1,2,1,5,15,30,39,34,26,27,30,40,59,59,45,26,23]","{""Monday"":7,""Tuesday"":10,""Wednesday"":15,""Thursday"":9,""Friday"":37,""Saturday"":63,""Sunday"":42}","{""android"":63,""ios"":76}"
sg:ac01ac270beb429cbedc1945d593e62d,,Michigan Maritime Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,42.406563,-86.274443,260 Dyckman Ave,South Haven,MI,49090,US,+12696378078,,1583020800,1585699200,22,17,"[0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,7,2,0,1,0,1,1,0,0,1,0,1]",{},{},"{""US"":17}",21679,17.5,"{""<5"":2,""5-20"":10,""21-60"":6,""61-240"":3,"">240"":1}","{""Family Dollar Stores"":99}","{""Meijer"":52,""Shell Oil"":47,""McDonald's"":35,""Walmart"":34,""Costco Wholesale Corp."":26,""Lowe's"":25,""Subway"":24,""Menard's"":23,""Rite Aid"":22,""BP"":21,""Harding's Friendly Market"":18,""CrossFit"":17,""Marathon"":16,""Speedway"":16,""Family Dollar Stores"":15,""Dollar Tree"":13,""Martin's Super Markets"":12,""Ann Taylor"":12,""Biggby Coffee"":12,""Lincoln"":12}","[0,0,0,0,0,0,0,0,0,4,3,3,3,7,4,4,3,2,2,2,0,1,0,0]","{""Monday"":2,""Tuesday"":3,""Wednesday"":2,""Thursday"":1,""Friday"":8,""Saturday"":5,""Sunday"":1}","{""android"":8,""ios"":9}"
sg:f56f3f62994b46beaa5b527d2aefec55,,Uss Silversides Submarines Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,43.229759,-86.332198,1346 Bluff St,Muskegon,MI,49441,US,,,1583020800,1585699200,71,57,"[4,0,1,4,5,3,5,3,0,2,0,0,3,0,5,2,0,0,2,0,1,4,4,0,4,2,3,3,10,0,1]",{},{},"{""US"":56}",31616,33.0,"{""<5"":3,""5-20"":27,""21-60"":14,""61-240"":15,"">240"":12}",{},"{""Meijer"":41,""McDonald's"":32,""Wesco Convenience Store"":26,""Subway"":26,""Speedway"":24,""Marathon"":21,""Walmart"":21,""Menard's"":17,""Arby's"":16,""Walgreens"":13,""Applebee's"":13,""Starbucks"":12,""BP"":11,""Dollar General"":11,""ALDI"":11,""LEE's Famous Recipes"":10,""Tim Hortons"":10,""Burger King"":10,""Shell Oil"":10,""Lowe's"":10}","[12,12,12,12,12,12,11,11,8,8,6,5,5,10,14,16,1,5,8,10,8,12,10,12]","{""Monday"":6,""Tuesday"":4,""Wednesday"":8,""Thursday"":9,""Friday"":9,""Saturday"":16,""Sunday"":19}","{""android"":35,""ios"":22}"
sg:532a469c6ad54588a84cff0e6c0f913f,sg:825407ffd0e244c18a984a6eb01c7806,This Is A Bookstore & Bookbug,,,Book Stores and News Dealers,Book Stores,,451211,42.260718,-85.612112,3019 Oakland Dr,Kalamazoo,MI,49008,US,+12693852847,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",1583020800,1585699200,60,43,"[2,5,3,3,1,5,6,0,3,4,2,1,2,4,0,4,1,1,0,2,0,0,1,2,0,2,1,0,0,4,1]",{},{},"{""US"":42}",5506,32.5,"{""<5"":1,""5-20"":22,""21-60"":17,""61-240"":14,"">240"":6}","{""D&W Fresh Market"":33,""Menard's"":25}","{""Meijer"":43,""Speedway"":31,""McDonald's"":25,""Costco Wholesale Corp."":24,""Walgreens"":22,""Biggby Coffee"":21,""Starbucks"":21,""Walmart"":18,""D&W Fresh Market"":16,""Jimmy John's"":16,""Culver's"":15,""Kohl's"":15,""Target"":14,""Chick-fil-A"":13,""CITGO"":13,""Shell Oil"":13,""Celebration! Cinema"":12,""Subway"":11,""Marathon"":10,""Pizza Hut"":10}","[0,0,0,0,0,1,0,2,7,9,14,17,21,15,16,14,13,7,4,3,0,0,0,0]","{""Monday"":17,""Tuesday"":11,""Wednesday"":6,""Thursday"":4,""Friday"":10,""Saturday"":10,""Sunday"":2}","{""android"":22,""ios"":21}"
sg:0b33c8c3dda34a48a41ad8de6de739d2,,Superior Bread Company,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.369951,-83.389708,11723 Belden Ct,Livonia,MI,48150,US,+17344254757,,1583020800,1585699200,121,62,"[3,8,11,7,8,9,1,0,8,5,3,5,6,4,2,4,2,5,6,4,3,2,2,1,3,1,1,2,3,1,1]",{},"{""261635583002"":5}","{""US"":55}",13168,45.0,"{""<5"":4,""5-20"":39,""21-60"":31,""61-240"":28,"">240"":19}","{""Kroger"":49,""Starbucks"":7}","{""Meijer"":18,""Kroger"":10,""Mobil"":10,""Sunoco"":10,""Speedway"":8,""BP"":7,""Marathon"":7,""Menard's"":5}","[11,10,8,11,30,27,15,27,32,27,16,18,18,15,17,15,9,3,2,5,16,18,15,13]","{""Monday"":23,""Tuesday"":20,""Wednesday"":18,""Thursday"":20,""Friday"":20,""Saturday"":12,""Sunday"":8}","{""android"":36,""ios"":26}"
sg:80dc85f228bf4ffa84e11adb040d7e8e,,Dearborn Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.305231,-83.144904,10012 Dix,Dearborn,MI,48120,US,+13138490004,"{ ""Mon"": [[""6:00"", ""18:00""]], ""Tue"": [[""6:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""6:00"", ""18:00""]], ""Sun"": [[""6:00"", ""18:00""]] }",,,,,,,,,,,,,,,,
sg:c981d2f32fd4429ca6f326138759cf4a,,Wonderworld Comics,,,Book Stores and News Dealers,Book Stores,,451211,42.25492,-83.254052,22347 Ecorse Rd,Taylor,MI,48180,US,,,1583020800,1585699200,202,158,"[13,12,11,9,11,12,18,5,8,10,8,12,10,14,6,3,4,3,5,4,1,3,3,2,2,2,3,1,4,0,3]","{""261635833001"":10,""261635763001"":6}",{},"{""US"":158}",3920,35.0,"{""<5"":5,""5-20"":69,""21-60"":69,""61-240"":35,"">240"":24}","{""Walmart"":26,""LA Fitness"":10,""The Huntington National Bank"":8,""Shell Oil"":7}","{""Kroger"":45,""Meijer"":40,""McDonald's"":34,""Tim Hortons"":29,""Marathon"":29,""Walmart"":28,""Taco Bell"":26,""BP"":25,""CVS"":25,""Family Dollar Stores"":23,""Dollar Tree"":19,""7-Eleven"":19,""Burger King"":18,""Wendy's"":16,""Sunoco"":15,""Applebee's"":15,""The Home Depot"":14,""White Castle"":14,""Macy's"":14,""Crunch"":13}","[3,3,3,2,4,3,10,22,30,37,43,46,50,54,30,30,29,36,19,12,7,2,3,4]","{""Monday"":26,""Tuesday"":30,""Wednesday"":22,""Thursday"":30,""Friday"":29,""Saturday"":35,""Sunday"":30}","{""android"":113,""ios"":45}"
sg:32929907a59246f695922b2f844dd885,sg:d168acbf787941dba80f25ceff19d0c0,Southwestern Michigan College Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,41.965577,-86.078611,58900 Cherry Grove Rd,Dowagiac,MI,49047,US,,,1583020800,1585699200,61,13,"[0,2,5,6,2,3,0,0,6,10,5,5,1,0,0,3,1,4,3,2,0,0,0,0,0,0,0,0,0,1,2]",{},{},"{""US"":13}",5589,40.0,"{""<5"":1,""5-20"":18,""21-60"":31,""61-240"":11,"">240"":0}","{""Phillips 66"":33}","{""Family Fare"":46,""Speedway"":44,""Taco Bell"":42,""Tractor Supply Co."":37,""Marathon"":37,""McDonald's"":34,""True Value Hardware"":30,""Lowe's"":26,""Dollar General"":25,""Harding's Friendly Market"":23,""Sears Home Services"":22,""Five Below"":22,""Hardee's"":22,""Meijer"":22,""O'Reilly Auto Parts"":22,""Mobil"":22,""Burger King"":19,""Dollar Tree"":18,""Jos. A. Bank Clothiers"":15,""Rural King"":15}","[0,0,0,0,0,1,12,16,0,7,8,9,18,9,10,5,1,1,1,0,2,1,0,0]","{""Monday"":12,""Tuesday"":18,""Wednesday"":15,""Thursday"":10,""Friday"":6,""Saturday"":0,""Sunday"":0}","{""android"":6,""ios"":7}"
sg:5a0751831cc849de997ce8c162fd91e0,,Museum Of African American History,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,42.359134,-83.060822,315 E Warren Ave,Detroit,MI,48201,US,,,1583020800,1585699200,48,41,"[2,1,9,5,1,2,2,2,2,4,4,3,4,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0]",{},{},"{""US"":40}",14171,21.0,"{""<5"":0,""5-20"":19,""21-60"":16,""61-240"":10,"">240"":3}","{""Marathon"":100}","{""Kroger"":34,""Marathon"":30,""Meijer"":26,""McDonald's"":25,""Dollar Tree"":25,""Target"":20,""CVS"":20,""White Castle"":17,""Rite Aid"":16,""Mobil"":16,""Wendy's"":15,""BP"":14,""Planet Fitness"":13,""Walmart"":12,""JCPenney"":12,""Family Dollar Stores"":12,""KFC"":10,""Taco Bell"":10,""Dunkin'"":9,""Shell Oil"":9}","[0,0,0,0,0,0,0,1,4,4,8,8,10,15,13,16,8,4,1,2,1,1,0,0]","{""Monday"":4,""Tuesday"":13,""Wednesday"":10,""Thursday"":4,""Friday"":7,""Saturday"":5,""Sunday"":5}","{""android"":11,""ios"":30}"
sg:ac9e39d38990483ca54d8ef4baefab30,,Carolyn's Cake & Confectionery Shop,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,43.379092,-84.660554,125 E Superior St,Alma,MI,48801,US,,,,,,,,,,,,,,,,,,
sg:d2417d8c7aca428bb7fa534834ab70a1,sg:fe84b800a71a402ba0e719d8dc52c6da,Cakes by Rubina,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.298943,-83.721863,1689 Plymouth Rd,Ann Arbor,MI,48105,US,+17347305090,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:15ffc99818d24f6cac0c21e8c58f8f98,,Great Harvest Bread Co.,SG_BRAND_5d2564f24e50f2d114deaa19321c8086,Great Harvest Bread Co.,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.947236,-85.555245,850 Forest Hill Ave SE,Grand Rapids,MI,49546,US,+16169420606,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:c4985b6dfb1c442c9305bb3a258f80cc,,Landing Strip Lounge,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.221811,-83.395826,36431 Goddard Rd,Romulus,MI,48174,US,+17349429600,"{ ""Mon"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""19:00"", ""24:00""]] }",1583020800,1585699200,129,76,"[2,5,9,8,9,7,8,4,3,9,12,5,11,5,7,1,3,0,3,0,0,0,1,2,5,1,1,0,6,2,0]","{""261635859003"":6}",{},"{""US"":73}",12625,73.0,"{""<5"":2,""5-20"":45,""21-60"":12,""61-240"":47,"">240"":23}","{""Mobil"":40,""Texas Roadhouse"":20,""Applebee's"":14,""Long John Silver's"":9}","{""Meijer"":32,""Mobil"":30,""Kroger"":28,""BP"":22,""Tim Hortons"":21,""Burger King"":20,""McDonald's"":20,""Speedway"":19,""Walmart"":18,""Marathon"":17,""Family Dollar Stores"":17,""Subway"":15,""Shell Oil"":15,""CVS"":15,""Wendy's"":13,""Taco Bell"":13,""Dollar Tree"":12,""Arby's"":11,""CITGO"":11,""7-Eleven"":11}","[29,30,26,9,2,2,3,2,3,6,8,22,22,27,19,21,18,17,21,20,21,23,26,33]","{""Monday"":12,""Tuesday"":23,""Wednesday"":25,""Thursday"":18,""Friday"":19,""Saturday"":19,""Sunday"":13}","{""android"":57,""ios"":19}"
sg:76eca5590d9f47cd87b687ee59dfd2a5,,Monica's Baker Boy,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,41.94533,-83.315634,3545 N Dixie Hwy,Monroe,MI,48162,US,,"{ ""Mon"": [], ""Tue"": [[""5:30"", ""14:00""]], ""Wed"": [[""5:30"", ""14:00""]], ""Thu"": [[""5:30"", ""14:00""]], ""Fri"": [[""5:30"", ""14:00""]], ""Sat"": [[""5:30"", ""14:00""]], ""Sun"": [[""7:00"", ""13:00""]] }",,,,,,,,,,,,,,,,
sg:bf707b63cebd470a8c2ffc1f65ba8d04,,Everybody Reads,,,Book Stores and News Dealers,Book Stores,,451211,42.733864,-84.521593,2019 E Michigan Ave,Lansing,MI,48912,US,+15173469900,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""17:00""]], ""Fri"": [[""11:00"", ""17:00""]], ""Sat"": [[""11:00"", ""17:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",1583020800,1585699200,57,46,"[1,1,3,1,1,5,8,4,6,4,2,1,4,2,1,2,3,0,0,0,0,0,1,0,0,1,2,1,2,0,1]",{},{},"{""US"":45}",7881,35.0,"{""<5"":2,""5-20"":15,""21-60"":23,""61-240"":14,"">240"":3}",{},"{""Meijer"":58,""Speedway"":50,""Family Dollar Stores"":23,""Biggby Coffee"":22,""Kroger"":21,""Rite Aid"":21,""Taco Bell"":19,""Wendy's"":18,""Quality Dairy"":17,""Target"":17,""Five Below"":17,""Culver's"":16,""Rally's Drive-In Restaurants"":15,""McDonald's"":14,""Panera Bread"":14,""Marathon"":14,""Burger King"":14,""KFC"":13,""Walmart"":13,""Starbucks"":12}","[9,9,3,2,1,1,2,4,3,5,5,6,5,5,3,5,11,7,8,2,2,6,7,8]","{""Monday"":10,""Tuesday"":11,""Wednesday"":3,""Thursday"":3,""Friday"":11,""Saturday"":13,""Sunday"":6}","{""android"":28,""ios"":18}"
