"safegraph_place_id","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","category_tags","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","visitor_home_cbgs","visitor_work_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type"
sg:6c9cfec2fd86430196c9f78c5ba16bc5,,Blue Vase Books,,,Book Stores and News Dealers,Book Stores,,451211,44.658168,-85.768829,2048 M 137,Interlochen,MI,49643,US,+12312763338,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""11:00"", ""17:00""]] }",1583020800,1585699200,220,110,"[9,4,10,4,9,15,14,7,4,5,3,9,11,8,9,8,7,9,5,11,1,4,8,4,9,5,6,3,2,9,8]","{""260555504001"":8,""260555505003"":7,""260799503002"":5,""260555504002"":5}",{},"{""US"":107}",15457,39.5,"{""<5"":8,""5-20"":73,""21-60"":52,""61-240"":56,"">240"":31}","{""BP"":33,""Meijer"":25,""Family Fare"":20,""Kohl's"":14,""Walmart"":12,""Michaels Stores"":6}","{""Meijer"":46,""Family Fare"":27,""Menard's"":26,""McDonald's"":21,""Burger King"":21,""Walmart"":20,""Target"":19,""Blain’s Farm & Fleet"":17,""Sam's Club"":16,""Mobil"":16,""Culver's"":15,""Shell Oil"":15,""Dollar General"":15,""PetSmart"":14,""Wendy's"":14,""Planet Fitness"":13,""Speedway"":13,""Walgreens"":12,""Costco Wholesale Corp."":12,""Subway"":11}","[0,0,0,0,0,2,12,27,36,45,53,59,67,60,67,62,48,32,24,9,2,1,0,0]","{""Monday"":33,""Tuesday"":34,""Wednesday"":25,""Thursday"":28,""Friday"":43,""Saturday"":26,""Sunday"":31}","{""android"":65,""ios"":45}"
sg:d52b35ee789446528f515ed04adf82ba,,Bangor Plastics Inc,,,Book Stores and News Dealers,Book Stores,,451211,42.314934,-86.119295,809 Washington St,Bangor,MI,49013,US,+12694277971,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",1583020800,1585699200,49,25,"[0,2,1,2,1,3,0,3,1,0,2,1,1,3,2,1,3,0,6,3,3,3,0,1,0,2,0,0,3,1,1]","{""261590120002"":5,""261590120003"":5}",{},"{""US"":23}",2536,16.0,"{""<5"":0,""5-20"":27,""21-60"":8,""61-240"":6,"">240"":8}","{""McDonald's"":48}","{""Shell Oil"":42,""McDonald's"":40,""Harding's Friendly Market"":40,""Walmart"":37,""Meijer"":31,""Marathon"":30,""Speedway"":26,""Dollar General"":26,""Subway"":22,""Ace Hardware"":19,""Menard's"":19,""Pilot Flying J"":19,""Sunoco"":18,""HomeTown Pharmacy"":16,""Dunham's Sports"":16,""Lincoln"":16,""Taco Bell"":16,""Ford Motor Company"":15,""ALDI"":14,""Walgreens"":14}","[5,4,5,5,5,5,5,6,7,10,10,7,10,5,7,11,6,9,6,7,1,2,5,6]","{""Monday"":5,""Tuesday"":6,""Wednesday"":4,""Thursday"":10,""Friday"":7,""Saturday"":6,""Sunday"":11}","{""android"":18,""ios"":7}"
sg:0a4f008ad34f480aaeb8e20cdaaed3dd,,Mikado Civic Center,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,44.70761,-83.404356,2291 N Barlow Rd,Lincoln,MI,48742,US,+19897367374,,,,,,,,,,,,,,,,,
sg:d18f10091811404ca9e1a3b128882fea,sg:be3386fd6bda4782ade8c08fcfb671bb,Looney Baker,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.653346,-83.572018,2948 E Highland Rd,Highland,MI,48356,US,,"{ ""Mon"": [[""4:30"", ""18:00""]], ""Tue"": [[""4:30"", ""18:00""]], ""Wed"": [[""4:30"", ""18:00""]], ""Thu"": [[""4:30"", ""18:00""]], ""Fri"": [[""4:30"", ""18:00""]], ""Sat"": [[""4:30"", ""18:00""]], ""Sun"": [[""4:30"", ""18:00""]] }",1583020800,1585699200,51,29,"[2,2,4,2,1,1,3,4,3,6,3,2,3,2,0,1,2,0,1,0,2,0,2,1,0,0,0,2,0,1,1]",{},{},"{""US"":29}",4642,47.0,"{""<5"":6,""5-20"":17,""21-60"":4,""61-240"":16,"">240"":8}",{},"{""Meijer"":75,""McDonald's"":64,""Kroger"":42,""Great Clips"":41,""Rite Aid"":37,""Mobil"":33,""Taco Bell"":27,""Speedway"":26,""Walmart"":26,""MJR Digital Cinemas"":24,""Starbucks"":24,""Pet Supplies Plus"":20,""Hobby Lobby Stores"":20,""7-Eleven"":18,""Walgreens"":18,""Burger King"":17,""Planet Fitness"":16,""Target"":14,""Biggby Coffee"":14,""Wendy's"":13}","[0,0,0,0,0,0,1,9,12,19,20,16,11,14,11,9,8,7,1,1,2,0,0,0]","{""Monday"":9,""Tuesday"":14,""Wednesday"":5,""Thursday"":4,""Friday"":4,""Saturday"":9,""Sunday"":6}","{""android"":16,""ios"":13}"
sg:6e511b0473c143879f2512628338d857,,Tower Sweets,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.563567,-83.069205,36870 Ryan Rd,Sterling Heights,MI,48310,US,+15869838794,,,,,,,,,,,,,,,,,
sg:c4a891aae41546cb94a471525e58f630,,Bluestage Jams,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.165772,-84.255776,398 Brooklyn Rd,Jackson,MI,49201,US,,,1583020800,1585699200,14,13,"[0,0,0,0,1,4,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1]",{},{},"{""US"":13}",16157,13.5,"{""<5"":1,""5-20"":8,""21-60"":2,""61-240"":3,"">240"":0}",{},"{""Meijer"":45,""Speedway"":44,""Walmart"":42,""McDonald's"":34,""Marathon"":29,""United States Postal Service (USPS)"":29,""BP"":28,""Dollar General"":25,""Country Market"":23,""Gordon Food Service Store"":23,""Jeep"":22,""Ram"":22,""Chrysler"":22,""Dodge"":22,""Menard's"":22,""Big Lots Stores"":22,""Domino's Pizza"":22,""Burger King"":19,""Lowe's"":19,""Dollar Tree"":18}","[1,0,0,0,0,0,0,1,0,0,3,6,2,2,0,2,0,0,0,2,1,1,2,2]","{""Monday"":0,""Tuesday"":2,""Wednesday"":0,""Thursday"":3,""Friday"":6,""Saturday"":3,""Sunday"":0}","{""android"":10,""ios"":0}"
sg:89f900e172dc4fb099071197cb86d7ba,,Saginaw Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,43.424044,-83.953605,1126 N Michigan Ave,Saginaw,MI,48602,US,+19897542491,,1583020800,1585699200,55,37,"[0,3,2,3,3,9,3,2,1,4,2,0,1,0,1,1,3,1,0,5,1,0,0,2,2,1,3,0,0,1,1]",{},{},"{""US"":35}",5853,30.0,"{""<5"":0,""5-20"":24,""21-60"":16,""61-240"":15,"">240"":0}","{""Walgreens"":49,""Family Dollar Stores"":37,""Little Caesars"":33,""Speedway"":33,""Cadillac"":20,""Walmart"":12}","{""Walmart"":40,""McDonald's"":37,""Speedway"":33,""Meijer"":31,""Family Dollar Stores"":29,""Rite Aid"":29,""BP"":27,""Walgreens"":27,""KFC"":25,""Covenant HealthCare"":24,""Burger King"":23,""Mobil"":23,""Marathon"":23,""Forward"":22,""Kroger"":22,""Arby's"":20,""Applebee's"":18,""Menard's"":15,""Planet Fitness"":15,""Wendy's"":15}","[0,0,0,0,0,0,0,0,1,5,11,12,8,8,8,12,7,2,4,7,6,7,2,0]","{""Monday"":6,""Tuesday"":12,""Wednesday"":8,""Thursday"":4,""Friday"":18,""Saturday"":4,""Sunday"":3}","{""android"":21,""ios"":16}"
sg:940a6926fc014273a4e2d37801d28cec,,Belman's Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.935299,-85.692392,1028 Chicago Dr SW,Wyoming,MI,49509,US,+16162480113,"{ ""Mon"": [[""15:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",1583020800,1585699200,152,99,"[4,4,6,5,4,7,9,0,5,3,6,3,7,7,1,5,4,4,9,4,7,1,8,3,8,5,4,8,0,5,6]","{""260810135002"":5}",{},"{""US"":97}",4657,13.0,"{""<5"":7,""5-20"":89,""21-60"":24,""61-240"":17,"">240"":15}","{""Moe's Southwest Grill"":20,""Mobil"":14,""Family Dollar Stores"":14,""Wendy's"":12,""CITGO"":11,""Costco Wholesale Corp."":10}","{""Meijer"":55,""Speedway"":52,""McDonald's"":48,""Walmart"":32,""Family Dollar Stores"":31,""Sam's Club"":29,""CITGO"":25,""Walgreens"":24,""Mobil"":24,""Marathon"":24,""Family Fare"":19,""ALDI"":19,""Goodwill Industries"":17,""TGI Fridays"":17,""Taco Bell"":17,""Target"":16,""Subway"":16,""Dollar Tree"":16,""Burger King"":15,""Menard's"":15}","[0,0,0,0,3,10,15,15,18,20,26,27,33,29,23,24,19,12,10,8,2,2,1,0]","{""Monday"":27,""Tuesday"":22,""Wednesday"":23,""Thursday"":21,""Friday"":22,""Saturday"":31,""Sunday"":6}","{""android"":58,""ios"":41}"
sg:82f01210c0ed47bbb6fea928eec68ce5,,Harpos,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.403857,-82.966361,14238 Harper Ave,Detroit,MI,48213,US,+13138241700,,1583020800,1585699200,33,29,"[0,1,1,1,1,1,1,2,0,1,1,2,1,2,3,5,2,1,1,1,0,0,0,1,0,0,1,0,2,1,0]",{},{},"{""US"":25}",15346,11.0,"{""<5"":3,""5-20"":19,""21-60"":8,""61-240"":3,"">240"":0}",{},"{""Marathon"":30,""BP"":28,""Sunoco"":23,""Family Dollar Stores"":21,""Meijer"":20,""Mobil"":19,""McDonald's"":19,""Speedway"":19,""Subway"":19,""Kroger"":18,""Wendy's"":16,""KFC"":15,""Shell Oil"":15,""Tim Hortons"":14,""Checkers Drive-In Restaurants"":14,""Burger King"":13,""CITGO"":13,""Dollar Tree"":13,""Applebee's"":13,""Little Caesars"":12}","[2,2,1,1,0,0,3,4,4,4,2,3,3,0,1,0,4,2,2,0,0,2,2,4]","{""Monday"":7,""Tuesday"":5,""Wednesday"":3,""Thursday"":4,""Friday"":4,""Saturday"":4,""Sunday"":6}","{""android"":18,""ios"":11}"
sg:d48a5424e5e04ea5b2895c6f5e998e63,,Warpzone Comics & Collectibles,,,Book Stores and News Dealers,Book Stores,,451211,42.15579,-83.210879,15540 King Rd,Riverview,MI,48193,US,+17342588761,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",1583020800,1585699200,379,195,"[8,14,17,14,17,11,15,6,9,17,18,16,25,26,6,16,11,12,13,9,8,3,18,9,12,12,7,7,8,4,11]","{""261635952002"":7,""261635941002"":7,""261635917003"":7,""261635942001"":7,""261635941003"":7,""261635920002"":6,""261635962003"":6,""261635930003"":6,""261635942003"":6,""261158302003"":5,""261635797003"":5,""261635952003"":5}",{},"{""US"":191}",4684,34.0,"{""<5"":6,""5-20"":150,""21-60"":68,""61-240"":69,"">240"":86}","{""7-Eleven"":24,""Kroger"":16,""Meijer"":10,""Speedway"":9}","{""Meijer"":60,""Kroger"":38,""McDonald's"":33,""Target"":30,""Tim Hortons"":24,""Taco Bell"":22,""Speedway"":21,""CVS"":21,""Sam's Club"":18,""Family Dollar Stores"":17,""BP"":17,""7-Eleven"":17,""Kohl's"":17,""Starbucks"":16,""Wendy's"":16,""Mobil"":15,""Hallmark Cards"":15,""Michaels Stores"":14,""Leo's Coney Island"":14,""ALDI"":13}","[0,0,0,0,0,0,0,6,30,69,90,120,127,120,124,138,128,114,73,51,22,10,0,0]","{""Monday"":61,""Tuesday"":65,""Wednesday"":56,""Thursday"":58,""Friday"":52,""Saturday"":60,""Sunday"":27}","{""android"":86,""ios"":109}"
sg:ffbcfa06390d436396eeea3c1c1c6b9c,,Olivet Book & Gift,,,Book Stores and News Dealers,Book Stores,,451211,45.062248,-83.433167,100 N Second Ave,Alpena,MI,49707,US,+19893543331,"{ ""Mon"": [[""10:00"", ""17:30""]], ""Tue"": [[""10:00"", ""17:30""]], ""Wed"": [[""10:00"", ""17:30""]], ""Thu"": [[""10:00"", ""17:30""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",1583020800,1585699200,49,28,"[0,3,3,2,1,3,2,0,0,1,2,2,3,2,2,2,5,2,2,2,2,2,2,0,1,1,1,0,0,1,0]",{},{},"{""US"":27}",4184,33.0,"{""<5"":0,""5-20"":16,""21-60"":16,""61-240"":12,"">240"":5}","{""Tractor Supply Co."":50,""BP"":33}","{""Meijer"":52,""McDonald's"":45,""Walmart"":31,""Shell Oil"":30,""IGA"":25,""Taco Bell"":24,""BP"":22,""Sears Home Services"":21,""The Home Depot"":20,""Subway"":19,""Bob's Big Boy"":18,""Biggby Coffee"":18,""Applebee's"":17,""Sunoco"":16,""Dollar General"":15,""Holiday Inn Express"":14,""Sherwin-Williams"":14,""Big Lots Stores"":13,""Arby's"":12,""Goodwill Industries"":12}","[1,1,1,0,0,0,1,0,6,9,7,7,21,10,10,9,9,5,2,4,4,5,1,1]","{""Monday"":8,""Tuesday"":9,""Wednesday"":7,""Thursday"":6,""Friday"":9,""Saturday"":6,""Sunday"":4}","{""android"":12,""ios"":16}"
sg:ad2d07f8a55248f88128e7860efcef2a,,The Benzie County Express,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,44.622168,-86.230696,228 Snell Rd,Frankfort,MI,49635,US,+19894138388,,1583020800,1585699200,33,11,"[1,2,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,7,6,4,3,0,1,0,0,0,0,0,0,0,2]",{},{},"{""US"":10}",41410,287.0,"{""<5"":0,""5-20"":5,""21-60"":3,""61-240"":6,"">240"":19}",{},"{""Meijer"":53,""Family Fare"":36,""Menard's"":35,""Shell Oil"":31,""Kohl's"":26,""Dollar General"":21,""True Value Hardware"":18,""Save-A-Lot"":18,""Sears Home Services"":18,""BP"":16,""Wendy's"":14,""Subway"":13,""Starbucks"":11,""Lucky's Market"":9,""Beacon & Bridge"":9,""2nd and Charles"":9,""Buy Buy Baby"":9,""Sears"":9,""FYE"":9,""FIAT"":9}","[16,15,15,15,15,15,14,14,13,14,13,13,10,10,10,11,13,15,15,14,15,14,15,15]","{""Monday"":4,""Tuesday"":2,""Wednesday"":7,""Thursday"":7,""Friday"":6,""Saturday"":4,""Sunday"":3}","{""android"":8,""ios"":0}"
sg:bb07f40959624d0e9bbd46683f3bd06e,,Paramount Baking,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.515506,-82.908039,29790 Little Mack Ave,Roseville,MI,48066,US,+13136904844,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",1583020800,1585699200,65,24,"[0,2,1,3,1,3,4,1,3,1,3,1,3,1,4,3,2,2,3,1,2,0,3,2,7,2,1,3,0,2,1]",{},{},"{""US"":23}",7424,134.0,"{""<5"":2,""5-20"":14,""21-60"":8,""61-240"":13,"">240"":28}","{""Honda"":33,""CVS"":33,""Bosselman Boss Shop"":14}","{""Meijer"":36,""Speedway"":32,""McDonald's"":30,""The Home Depot"":25,""CVS"":20,""Marathon"":19,""Family Dollar Stores"":18,""Wendy's"":17,""Jo-Ann Fabric and Craft Stores"":16,""Sunoco"":15,""KFC"":15,""7-Eleven"":14,""Starbucks"":14,""Costco Wholesale Corp."":13,""Great Lakes Ace Hardware"":12,""Lowe's"":12,""CITGO"":12,""Mobil"":11,""Shell Oil"":11,""Planet Fitness"":11}","[1,2,1,2,4,23,27,29,35,34,36,35,30,20,12,6,2,3,3,2,1,0,0,1]","{""Monday"":13,""Tuesday"":7,""Wednesday"":15,""Thursday"":7,""Friday"":8,""Saturday"":10,""Sunday"":5}","{""android"":17,""ios"":7}"
sg:41eac9527a5e4be49d5d5f20d8f7c1ac,sg:5d09a77d023744ffadda9ce39b896e1e,Mrs. Fields Gifts,SG_BRAND_5bb4fd8e9e6b1fcf24c2f99ccb53f610,Mrs. Fields Gifts,Specialty Food Stores,Baked Goods Stores,,445291,41.94791,-83.387928,2121 N Monroe St,Monroe,MI,48162,US,+17342418312,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""10:00"", ""17:00""]] }",1583020800,1585699200,137,102,"[10,4,8,2,5,13,25,7,5,4,4,7,6,12,12,1,1,0,3,0,1,0,0,0,0,0,0,1,6,0,0]",{},{},"{""US"":101}",9173,96.0,"{""<5"":1,""5-20"":17,""21-60"":25,""61-240"":78,"">240"":16}","{""Comfort Keepers"":50,""DoubleTree by Hilton"":25,""Phoenix Theatres"":20}","{""Meijer"":50,""Kroger"":47,""McDonald's"":43,""Walmart"":30,""Phoenix Theatres"":29,""Taco Bell"":25,""Bath & Body Works"":20,""Sunoco"":20,""Wendy's"":19,""Hallmark Cards"":19,""Dollar Tree"":19,""BP"":17,""Marathon"":16,""Speedway"":16,""Circle K"":13,""Buffalo Wild Wings"":13,""PetSmart"":12,""Planet Fitness"":12,""Walgreens"":12,""Dollar General"":11}","[0,0,0,0,0,0,1,1,4,6,9,14,22,36,30,45,45,50,39,35,28,18,5,1]","{""Monday"":10,""Tuesday"":13,""Wednesday"":6,""Thursday"":15,""Friday"":19,""Saturday"":45,""Sunday"":29}","{""android"":21,""ios"":81}"
sg:ab303b3e21164540a180de404d666f86,,Boule Artisan Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.370116,-83.470155,880 W Ann Arbor Trl,Plymouth,MI,48170,US,+17343546980,"{ ""Mon"": [], ""Tue"": [[""8:30"", ""17:30""]], ""Wed"": [[""8:30"", ""17:30""]], ""Thu"": [[""8:30"", ""17:30""]], ""Fri"": [[""8:30"", ""17:30""]], ""Sat"": [[""7:30"", ""15:30""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:63c27ed21bba445da19141b6db75ca6a,,Randall Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,46.473308,-89.941425,505 Sunday Lake St,Wakefield,MI,49968,US,+19062245401,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""16:00""]], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:1e0a062e3f9a46bbbed30a9fb2a9985f,,GQT Grand Haven 9,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,43.029219,-86.215874,17220 Hayes St,Grand Haven,MI,49417,US,+16168447469,"{ ""Mon"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Tue"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Wed"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Thu"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Fri"": [[""0:00"", ""0:30""], [""10:30"", ""24:00""]], ""Sat"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]], ""Sun"": [[""0:00"", ""2:30""], [""10:30"", ""24:00""]] }",1583020800,1585699200,260,154,"[11,4,5,8,8,22,22,23,7,5,8,9,13,17,14,7,10,10,4,6,0,0,5,7,8,3,6,2,9,2,5]","{""261390212021"":9,""261390213041"":8,""261390212011"":7,""261390213031"":5,""261390213011"":5,""261390212023"":5}","{""261390212023"":6}","{""US"":154}",9360,96.5,"{""<5"":7,""5-20"":46,""21-60"":47,""61-240"":112,"">240"":48}","{""Lowe's"":19,""Meijer"":14,""Speedway"":14,""Walmart"":12,""Love's Travel Stops and Country Stores"":12}","{""Meijer"":64,""Speedway"":33,""McDonald's"":33,""Wesco Convenience Store"":29,""Walmart"":26,""Subway"":25,""Marathon"":21,""The Home Depot"":20,""Culver's"":19,""Goodwill Industries"":17,""Starbucks"":17,""Taco Bell"":17,""Walgreens"":16,""D&W Fresh Market"":16,""Arby's"":13,""Target"":13,""Biggby Coffee"":12,""Menard's"":12,""Applebee's"":12,""Family Fare"":12}","[5,1,0,8,23,40,46,48,52,53,55,73,69,80,66,44,39,38,44,40,32,32,19,14]","{""Monday"":25,""Tuesday"":32,""Wednesday"":34,""Thursday"":24,""Friday"":47,""Saturday"":50,""Sunday"":48}","{""android"":99,""ios"":55}"
sg:7c6cb80b8f01472192fad036b8e7a377,sg:1120b02d181e47e2ae8d17edfd985691,Fun 4 All,,,Book Stores and News Dealers,Book Stores,,451211,42.234865,-83.677001,3773 Carpenter Rd,Ypsilanti,MI,48197,US,+17344779994,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",1583020800,1585699200,126,100,"[11,4,7,4,10,11,5,8,6,5,7,10,5,5,3,1,0,3,1,3,3,0,0,1,2,2,1,1,2,2,3]",{},{},"{""US"":99}",9683,21.0,"{""<5"":2,""5-20"":60,""21-60"":40,""61-240"":19,"">240"":5}","{""Walmart"":26,""Mobil"":20,""Taco Bell"":16,""Sunoco"":14,""CVS"":13,""Starbucks"":12,""KFC"":12,""Cottage Inn Pizza"":11,""Applebee's"":11}","{""Meijer"":42,""Kroger"":36,""Speedway"":30,""Target"":28,""McDonald's"":25,""Walmart"":21,""Taco Bell"":20,""Subway"":18,""BP"":17,""Sam's Club"":16,""Wendy's"":16,""Starbucks"":16,""Tim Hortons"":16,""Mobil"":15,""CVS"":14,""Sunoco"":14,""Shell Oil"":12,""IHOP"":11,""T.J. Maxx"":11,""Applebee's"":10}","[2,1,1,1,1,1,3,2,4,5,7,13,14,19,18,22,22,23,23,19,12,11,7,2]","{""Monday"":13,""Tuesday"":16,""Wednesday"":16,""Thursday"":23,""Friday"":20,""Saturday"":15,""Sunday"":23}","{""android"":68,""ios"":32}"
sg:7d73a3c890434c9d9423e897dfd11b9a,,Greg Seaman Music Instruction,,,Book Stores and News Dealers,Book Stores,,451211,44.763813,-85.617122,322 E Front St,Traverse City,MI,49684,US,+12313137061,,1583020800,1585699200,23,23,"[0,2,2,0,1,1,2,0,4,0,3,0,1,1,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0]",{},{},"{""US"":23}",10842,20.0,"{""<5"":1,""5-20"":13,""21-60"":5,""61-240"":2,"">240"":2}",{},"{""Meijer"":55,""Target"":33,""Costco Wholesale Corp."":23,""PetSmart"":16,""Tom's Food Markets"":13,""GT Pie"":13,""Lucky's Market"":13,""Family Fare"":13,""Biggby Coffee"":13,""Taco Bell"":13,""Jo-Ann Fabric and Craft Stores"":13,""YMCA"":12,""JCPenney"":12,""Culver's"":12,""Shell Oil"":12,""Panera Bread"":12,""Marathon"":12,""Speedway"":11,""GameStop"":11,""Burger King"":9}","[0,0,0,0,0,0,0,0,1,3,5,7,8,4,2,5,3,5,3,0,0,0,0,0]","{""Monday"":9,""Tuesday"":4,""Wednesday"":4,""Thursday"":1,""Friday"":2,""Saturday"":3,""Sunday"":0}","{""android"":12,""ios"":11}"
sg:346bcc3efd6d4b10aad3b7793e7b1dbd,,Wing House Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,41.939023,-84.997422,27 S Jefferson St,Coldwater,MI,49036,US,+15172782871,,1583020800,1585699200,70,35,"[5,6,1,3,1,4,1,2,0,3,3,4,4,1,1,3,2,1,1,3,3,3,0,1,3,3,5,2,1,0,0]",{},{},"{""US"":27}",1765,54.0,"{""<5"":2,""5-20"":22,""21-60"":12,""61-240"":22,"">240"":12}",{},"{""Meijer"":22,""Walmart"":15,""Dairy Queen"":12,""McDonald's"":11,""Marathon"":10,""Subway"":9,""PS Food Mart"":9,""Culver's"":8,""Applebee's"":7,""Speedway"":7,""Johnny's Markets"":6,""Dollar General"":5,""NAPA Auto Parts"":5}","[10,9,7,7,8,10,12,12,13,11,6,3,6,10,14,13,15,12,11,8,8,13,9,8]","{""Monday"":9,""Tuesday"":7,""Wednesday"":10,""Thursday"":9,""Friday"":16,""Saturday"":7,""Sunday"":12}","{""android"":22,""ios"":13}"
sg:0f18b8216ad54804a0a64bddee4543f0,,Scholastic Book Fairs,,,Book Stores and News Dealers,Book Stores,,451211,42.282135,-83.449466,41714 Haggerty Cir S,Canton,MI,48188,US,+17343942780,,1583020800,1585699200,35,16,"[0,1,2,1,3,0,0,0,1,0,3,2,2,0,0,3,3,2,4,3,0,0,1,0,0,1,0,0,0,1,2]",{},{},"{""US"":16}",24595,30.0,"{""<5"":0,""5-20"":12,""21-60"":15,""61-240"":6,"">240"":2}","{""Speedway"":66}","{""Meijer"":43,""Marathon"":42,""Speedway"":36,""Shell Oil"":32,""BP"":29,""Sunoco"":23,""Family Dollar Stores"":22,""Burger King"":21,""Mobil"":17,""Arby's"":17,""Exxon Mobil"":17,""Wendy's"":15,""CVS"":14,""The Home Depot"":14,""McDonald's"":13,""Subway"":13,""BlueLine Rental"":12,""Sky Zone"":12,""Cinnabon"":12,""Tim Hortons"":12}","[0,0,0,0,0,0,0,7,8,6,5,5,10,6,6,5,6,1,0,0,0,0,0,0]","{""Monday"":7,""Tuesday"":7,""Wednesday"":6,""Thursday"":10,""Friday"":5,""Saturday"":0,""Sunday"":0}","{""android"":6,""ios"":10}"
