safegraph_place_id,raw_visit_counts,raw_visitor_counts,visits_by_day,popularity_by_hour,popularity_by_day
sg:3fcff9cc789f4654b3aa425d10cbe9e4,201,68,"[9,8,11,15,9,7,7,5,2,9,11,9,10,3,2,6,6,6,4,8,5,3,5,0,4,6,5,4,5,9,8]","[22,18,17,19,21,19,20,25,44,48,57,60,56,50,47,41,35,32,28,23,27,28,22,22]","{""Monday"":29,""Tuesday"":34,""Wednesday"":36,""Thursday"":28,""Friday"":30,""Saturday"":20,""Sunday"":24}"
sg:61934e8b4bea47fa84cc0cbc2074ea98,65,59,"[2,0,0,4,2,3,3,3,1,5,2,0,2,7,1,0,1,1,1,1,2,3,1,0,0,4,4,6,3,1,2]","[0,0,0,0,0,0,1,1,4,2,12,15,14,24,22,17,11,8,1,4,1,1,1,0]","{""Monday"":3,""Tuesday"":8,""Wednesday"":7,""Thursday"":7,""Friday"":10,""Saturday"":18,""Sunday"":12}"
sg:f05d99cc252e4bb0b80f05042e9be14b,29,16,"[0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,1,0,2,1,0,3,5,0,1,1,2,2,0,0,0,1]","[4,4,4,4,4,4,4,4,6,7,7,6,6,5,7,4,5,5,4,6,7,8,9,7]","{""Monday"":3,""Tuesday"":3,""Wednesday"":6,""Thursday"":4,""Friday"":3,""Saturday"":4,""Sunday"":6}"
sg:4bbc75b259a94286a08449853828871e,164,105,"[1,8,9,4,2,3,4,3,9,3,3,10,8,8,6,3,10,16,9,9,4,5,12,1,1,4,0,0,0,6,3]","[1,1,1,1,0,0,1,5,11,26,32,36,32,20,25,12,17,20,23,13,9,6,5,3]","{""Monday"":38,""Tuesday"":26,""Wednesday"":24,""Thursday"":25,""Friday"":20,""Saturday"":16,""Sunday"":15}"
sg:16129bd1636d414ab5c3fcf2848603d8,49,41,"[0,0,4,4,3,0,6,0,0,3,0,0,3,3,0,0,2,3,3,4,2,2,4,3,0,0,0,0,0,0,0]","[0,0,0,0,0,1,2,5,1,4,9,17,10,7,7,3,0,1,2,1,0,0,0,0]","{""Monday"":4,""Tuesday"":12,""Wednesday"":7,""Thursday"":6,""Friday"":7,""Saturday"":11,""Sunday"":2}"
sg:45cd0fb8cf7942088a62fd4196946cd7,50,21,"[0,1,0,0,0,1,2,1,3,0,0,1,4,0,0,1,0,0,2,0,0,1,1,0,0,9,6,4,5,5,3]","[9,9,7,7,7,7,7,7,12,13,13,11,9,13,10,8,15,13,13,9,10,9,8,8]","{""Monday"":11,""Tuesday"":3,""Wednesday"":0,""Thursday"":12,""Friday"":11,""Saturday"":6,""Sunday"":7}"
sg:8a68708f09f948919170beb2719cfb3e,35,22,"[1,1,3,0,1,1,1,0,1,2,2,2,1,0,0,0,2,2,2,3,1,1,2,1,0,1,1,2,0,1,0]","[3,1,0,0,0,0,0,0,1,2,2,10,12,19,21,7,1,4,1,2,0,0,1,1]","{""Monday"":5,""Tuesday"":8,""Wednesday"":4,""Thursday"":6,""Friday"":6,""Saturday"":4,""Sunday"":2}"
sg:9444f16fac0b4890947b83a096994ebc,17,12,"[1,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,2,1,0,0]","[0,0,0,0,0,0,0,0,0,0,2,0,4,5,3,2,3,1,0,1,1,1,1,0]","{""Monday"":0,""Tuesday"":3,""Wednesday"":1,""Thursday"":2,""Friday"":1,""Saturday"":4,""Sunday"":6}"
sg:35aa8a3e258e4e3ab5cc5357ced3abb1,164,86,"[6,6,9,8,6,9,6,6,7,7,4,6,4,2,9,4,3,8,7,4,3,4,5,3,2,4,5,5,6,4,2]","[11,11,9,9,10,10,9,13,19,29,37,42,33,30,24,26,18,19,20,14,13,7,10,12]","{""Monday"":25,""Tuesday"":24,""Wednesday"":22,""Thursday"":23,""Friday"":22,""Saturday"":17,""Sunday"":31}"
sg:eacd8c913a394c469bc1a27c5d84a254,29,24,"[1,1,0,1,2,1,1,3,1,0,2,0,0,0,1,1,0,1,1,0,3,1,1,0,1,1,0,2,1,0,2]","[0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,7,3,3,7,0,2,0,0,0]","{""Monday"":4,""Tuesday"":2,""Wednesday"":5,""Thursday"":4,""Friday"":1,""Saturday"":6,""Sunday"":7}"
sg:2f761fe208e24478b2ea24a4dd068209,19,13,"[0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0]","[0,0,0,1,1,0,0,0,0,1,3,3,5,0,1,1,5,1,1,2,1,0,0,0]","{""Monday"":1,""Tuesday"":2,""Wednesday"":1,""Thursday"":0,""Friday"":4,""Saturday"":10,""Sunday"":1}"
sg:e0528f229cfe4d46842cf83d67fbdeca,257,164,"[0,17,14,13,10,15,2,4,18,12,12,6,7,0,3,15,8,10,11,11,3,6,7,5,2,15,12,5,5,4,5]","[4,4,2,2,6,7,4,7,18,50,64,76,77,63,62,42,26,14,14,5,7,8,7,8]","{""Monday"":61,""Tuesday"":44,""Wednesday"":37,""Thursday"":42,""Friday"":45,""Saturday"":10,""Sunday"":18}"
sg:930971fe25854f25a647f94983b0059b,100,74,"[0,1,2,3,4,5,5,2,5,5,5,4,5,3,0,1,7,9,4,4,3,1,3,5,3,0,2,1,2,5,1]","[8,6,7,8,8,9,11,8,21,18,21,23,27,25,15,12,8,8,5,11,10,14,11,8]","{""Monday"":13,""Tuesday"":20,""Wednesday"":20,""Thursday"":12,""Friday"":16,""Saturday"":14,""Sunday"":5}"
sg:cde07f88360c4b4d9de2697d31781111,48,28,"[0,2,4,0,1,5,1,3,0,1,2,2,2,1,0,1,0,3,2,3,2,3,1,1,0,0,3,0,2,1,2]","[3,3,4,5,5,5,4,5,5,6,3,4,5,4,6,7,8,7,8,7,9,9,6,4]","{""Monday"":4,""Tuesday"":8,""Wednesday"":5,""Thursday"":5,""Friday"":13,""Saturday"":5,""Sunday"":8}"
sg:f78be58da4c24d0880a0a0c39f4612a9,28,25,"[0,2,1,0,0,2,2,0,2,1,0,3,0,0,1,1,0,1,2,1,1,1,0,1,0,2,0,0,3,0,1]","[0,0,1,1,1,1,1,1,2,2,2,2,5,1,4,5,7,4,2,2,2,0,0,1]","{""Monday"":5,""Tuesday"":4,""Wednesday"":1,""Thursday"":7,""Friday"":3,""Saturday"":3,""Sunday"":5}"
sg:1425f4d3afa042d59b6506a86af6594e,10,10,"[0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0]","[0,0,0,0,0,0,0,0,2,0,2,3,5,3,3,2,0,0,0,1,1,1,0,0]","{""Monday"":0,""Tuesday"":2,""Wednesday"":3,""Thursday"":3,""Friday"":0,""Saturday"":2,""Sunday"":0}"
sg:a17f04049dbf4793aac9380923e0f70b,579,455,"[13,8,8,15,16,19,16,12,8,23,18,7,11,28,16,19,18,20,11,21,42,26,36,20,0,37,23,17,29,28,14]","[2,3,2,2,2,2,2,3,6,17,40,56,72,95,115,114,94,71,59,52,51,16,6,2]","{""Monday"":97,""Tuesday"":83,""Wednesday"":53,""Thursday"":71,""Friday"":74,""Saturday"":105,""Sunday"":96}"
sg:ddfa4764907e4dea8bfc2bb192bde76c,178,117,"[2,4,4,6,4,8,6,2,5,5,8,7,5,8,3,5,3,5,6,7,9,3,14,12,8,9,4,4,1,5,6]","[32,30,32,31,31,12,5,12,9,17,16,23,18,14,18,19,12,12,8,16,40,41,38,38]","{""Monday"":33,""Tuesday"":30,""Wednesday"":27,""Thursday"":26,""Friday"":24,""Saturday"":27,""Sunday"":11}"
sg:64350312ab4c4573bc1c67fd67434d39,34,34,"[0,0,0,2,0,1,14,0,0,0,1,1,1,3,0,0,1,0,1,1,1,0,0,3,0,1,0,2,1,0,0]","[0,0,0,0,0,0,0,1,2,6,6,6,5,4,5,4,7,7,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":4,""Wednesday"":3,""Thursday"":3,""Friday"":3,""Saturday"":20,""Sunday"":1}"
sg:8a60833a93de4285a17d285b021ca217,109,57,"[1,5,6,2,0,6,4,5,3,2,5,6,4,3,4,4,4,6,0,3,8,3,4,2,2,2,1,3,2,4,5]","[5,4,4,4,4,5,7,6,5,10,21,17,10,11,17,20,17,16,7,12,8,4,3,5]","{""Monday"":20,""Tuesday"":19,""Wednesday"":15,""Thursday"":8,""Friday"":14,""Saturday"":18,""Sunday"":15}"
sg:efeb61a8f6ca4a7381a48e8d44705cff,105,74,"[1,4,6,4,4,3,3,2,4,3,0,0,6,3,3,2,2,5,5,4,7,4,4,4,2,3,4,3,2,6,2]","[2,2,1,1,2,2,3,8,7,7,9,13,15,17,16,18,14,7,4,6,7,4,3,2]","{""Monday"":20,""Tuesday"":17,""Wednesday"":11,""Thursday"":12,""Friday"":17,""Saturday"":16,""Sunday"":12}"
sg:db08265b3bdf4bfab4f7094184c1899f,26,23,"[0,1,0,2,2,0,2,0,1,3,0,0,3,3,0,2,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0]","[0,0,0,0,0,0,0,2,0,4,6,4,2,4,4,6,9,1,0,0,0,0,0,0]","{""Monday"":5,""Tuesday"":3,""Wednesday"":3,""Thursday"":4,""Friday"":4,""Saturday"":7,""Sunday"":0}"
sg:e9e08d31a22e40a09c81d3e627d02d54,39,27,"[1,2,0,2,1,1,0,2,0,0,0,1,3,3,0,2,0,1,2,1,2,0,3,4,0,4,1,2,0,1,0]","[2,2,2,2,2,2,2,4,4,6,6,7,11,4,3,3,5,11,7,3,5,6,3,2]","{""Monday"":8,""Tuesday"":4,""Wednesday"":3,""Thursday"":8,""Friday"":6,""Saturday"":7,""Sunday"":3}"
sg:2126265086aa4c8695ab2ae9bfd78a0f,2866,2387,"[59,36,41,31,40,91,108,60,34,47,44,52,87,145,83,64,79,42,78,117,154,149,199,41,42,211,183,171,124,192,62]","[30,3,2,0,0,0,2,7,36,97,173,264,346,389,499,497,511,505,420,398,375,267,116,58]","{""Monday"":485,""Tuesday"":270,""Wednesday"":159,""Thursday"":381,""Friday"":478,""Saturday"":618,""Sunday"":475}"
sg:6e825c6db7b1428c8776da4f2db5bf2c,76,68,"[0,0,1,0,5,1,1,1,2,0,3,5,2,5,5,0,0,3,2,7,12,5,5,2,0,2,2,0,1,1,3]","[0,0,0,0,0,0,1,1,2,2,1,9,29,27,12,17,8,9,6,3,5,4,2,2]","{""Monday"":8,""Tuesday"":6,""Wednesday"":6,""Thursday"":14,""Friday"":12,""Saturday"":18,""Sunday"":12}"
sg:b566bbbb2f0c47cda3d95f2260fbe309,135,81,"[0,13,12,11,20,6,9,4,6,6,7,6,8,3,4,2,3,1,7,2,1,0,0,0,0,3,1,0,0,0,0]","[6,6,5,5,6,5,5,18,21,25,22,23,18,13,11,13,12,13,7,6,7,5,5,4]","{""Monday"":21,""Tuesday"":21,""Wednesday"":19,""Thursday"":36,""Friday"":17,""Saturday"":13,""Sunday"":8}"
sg:fb1a060d557d4885b1187b751182da11,177,82,"[3,4,3,5,4,8,11,4,2,4,4,4,7,3,2,5,4,9,8,5,18,5,7,6,17,5,2,8,1,4,5]","[9,11,11,15,13,12,13,16,14,15,27,26,31,35,38,44,53,45,30,23,22,17,10,11]","{""Monday"":22,""Tuesday"":22,""Wednesday"":35,""Thursday"":21,""Friday"":22,""Saturday"":40,""Sunday"":15}"
sg:f428ee015c7f43dc8841a1435e816365,169,103,"[1,6,9,3,1,14,22,1,0,8,3,0,4,15,6,0,14,5,3,2,0,0,0,4,1,3,28,10,2,1,3]","[0,0,0,1,0,1,1,3,8,10,25,19,22,21,18,18,13,45,51,34,26,8,1,1]","{""Monday"":7,""Tuesday"":38,""Wednesday"":12,""Thursday"":7,""Friday"":48,""Saturday"":47,""Sunday"":10}"
sg:c7e2e8540a2747e498d98893d0d6f9c5,1003,562,"[22,64,88,63,89,52,21,31,68,68,72,48,41,50,21,32,29,32,19,17,4,11,6,2,0,12,9,10,9,2,11]","[18,9,7,5,4,6,20,50,71,118,199,249,263,264,295,284,223,152,92,70,72,64,46,33]","{""Monday"":171,""Tuesday"":198,""Wednesday"":167,""Thursday"":168,""Friday"":119,""Saturday"":86,""Sunday"":94}"
sg:21a619ab5ac041c0b196d68b6cd3c3a7,58,22,"[0,3,3,2,2,2,2,0,3,1,6,1,0,3,1,4,2,0,0,1,1,0,1,1,1,3,2,4,2,4,3]","[14,12,14,15,15,15,12,10,11,11,10,6,8,12,12,7,4,5,6,10,9,13,13,14]","{""Monday"":15,""Tuesday"":10,""Wednesday"":9,""Thursday"":6,""Friday"":5,""Saturday"":10,""Sunday"":3}"
sg:8c8d7ba8987e4d748a12626805efe4d4,29,19,"[1,2,0,1,1,1,1,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,2,2,6,3,0,1,1,1,0]","[5,5,5,5,5,5,5,3,4,3,3,3,6,7,4,4,5,4,5,6,7,6,5,5]","{""Monday"":8,""Tuesday"":2,""Wednesday"":8,""Thursday"":4,""Friday"":2,""Saturday"":3,""Sunday"":2}"
sg:8f78e3c8e15641248c8ce016c5e0dbd8,138,85,"[0,2,1,5,1,2,3,4,6,5,3,3,3,8,4,3,5,5,2,3,4,6,2,8,1,4,8,11,9,8,9]","[14,10,11,10,6,6,5,6,8,6,7,15,16,21,19,30,27,22,17,13,13,12,16,13]","{""Monday"":19,""Tuesday"":28,""Wednesday"":14,""Thursday"":10,""Friday"":16,""Saturday"":28,""Sunday"":23}"
sg:fcdf758d167f4b37a71d52869d351d51,165,62,"[5,10,2,10,7,8,7,5,13,7,12,6,4,5,6,7,9,5,2,1,0,4,1,1,3,6,0,2,7,10,0]","[26,19,21,17,20,20,19,20,22,27,26,20,23,25,23,19,20,21,21,35,42,39,27,25]","{""Monday"":37,""Tuesday"":19,""Wednesday"":30,""Thursday"":21,""Friday"":13,""Saturday"":18,""Sunday"":27}"
sg:a3bcc3595db54726aa57fb3fd6c57503,296,201,"[7,4,8,7,8,27,15,8,9,8,6,12,19,22,3,7,15,13,8,20,14,3,6,5,5,9,6,4,4,8,6]","[10,8,8,6,5,8,7,8,12,17,28,41,40,46,42,47,52,55,42,31,35,26,18,15]","{""Monday"":32,""Tuesday"":42,""Wednesday"":31,""Thursday"":37,""Friday"":72,""Saturday"":57,""Sunday"":25}"
sg:3820b98d8f914cb9a7b11823a9689615,818,652,"[10,12,13,9,19,18,40,36,16,20,20,27,26,44,34,27,31,24,31,17,49,41,56,36,5,29,31,28,28,22,19]","[7,4,6,5,7,10,15,19,29,62,88,119,125,146,171,177,158,149,102,9,11,9,5,7]","{""Monday"":132,""Tuesday"":119,""Wednesday"":58,""Thursday"":106,""Friday"":92,""Saturday"":162,""Sunday"":149}"
sg:3ea66f107e574710b997eda4cce04bbe,127,28,"[0,5,1,5,1,11,8,7,5,5,10,6,5,1,3,7,5,1,1,6,7,6,4,2,1,1,3,3,4,3,0]","[4,2,2,3,4,4,9,9,10,12,12,13,15,15,14,13,12,10,17,13,16,14,17,13]","{""Monday"":23,""Tuesday"":13,""Wednesday"":17,""Thursday"":9,""Friday"":25,""Saturday"":20,""Sunday"":20}"
sg:11debe1d9c364befad070cbcc37996d2,40,40,"[0,1,1,0,1,0,1,1,0,0,1,1,2,5,2,3,0,1,3,1,1,0,3,2,0,1,1,1,3,2,2]","[0,0,0,0,0,0,0,0,0,0,1,3,7,5,5,6,2,4,7,7,7,7,3,0]","{""Monday"":9,""Tuesday"":5,""Wednesday"":2,""Thursday"":6,""Friday"":4,""Saturday"":8,""Sunday"":6}"
sg:12bb6b9a1294475c8434f2554a0e59dc,41,13,"[2,0,0,0,2,1,2,0,3,2,3,1,0,0,1,0,2,2,0,0,1,1,0,4,4,4,4,1,1,0,0]","[6,6,5,6,6,6,5,6,5,2,3,3,4,5,6,7,5,4,5,7,8,4,6,7]","{""Monday"":3,""Tuesday"":8,""Wednesday"":9,""Thursday"":7,""Friday"":5,""Saturday"":4,""Sunday"":5}"
sg:bfd83eb13d49405793b3e63841d67dfc,21,17,"[1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,1,0,1,1,2,3,0,0,0,0,0]","[0,0,0,0,0,0,0,2,1,3,1,1,2,3,3,8,8,5,2,1,0,0,0,0]","{""Monday"":3,""Tuesday"":4,""Wednesday"":2,""Thursday"":5,""Friday"":4,""Saturday"":1,""Sunday"":2}"
sg:5ab8cb82f0fb42bf970c9016b7447337,79,42,"[5,2,2,1,2,5,18,4,0,1,1,1,4,6,2,1,0,3,1,2,2,2,1,1,1,1,1,4,1,3,1]","[0,0,1,0,0,0,0,1,0,3,7,8,8,10,15,24,16,13,12,14,15,10,3,2]","{""Monday"":6,""Tuesday"":5,""Wednesday"":6,""Thursday"":5,""Friday"":12,""Saturday"":31,""Sunday"":14}"
sg:67221bf313414105bcc92570b699fa52,164,95,"[1,3,5,5,4,5,10,3,6,3,5,7,8,2,4,5,4,2,3,7,4,5,7,2,0,5,12,10,4,11,12]","[0,0,0,0,0,0,6,6,11,15,22,29,31,23,28,41,43,26,15,13,8,6,1,0]","{""Monday"":29,""Tuesday"":26,""Wednesday"":12,""Thursday"":19,""Friday"":32,""Saturday"":29,""Sunday"":17}"
sg:e8c52dcafc4e488fbb272e1dc95d27c8,6,6,"[0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,1,2,1,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":2,""Thursday"":2,""Friday"":0,""Saturday"":1,""Sunday"":0}"
sg:99fcd690022840e1ab84c8984a4b22c1,23,15,"[1,1,1,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,2,2,0,0,2,0,0,0,4,1,0,2,1]","[0,0,1,0,0,0,0,1,2,4,6,6,8,10,7,5,4,2,2,3,1,1,1,0]","{""Monday"":5,""Tuesday"":6,""Wednesday"":0,""Thursday"":3,""Friday"":6,""Saturday"":1,""Sunday"":2}"
sg:e6bf67aa42f946219069867c2c157d2c,51,36,"[2,0,3,0,5,1,2,3,0,2,0,3,1,2,0,1,1,2,2,1,1,4,1,1,0,1,0,7,3,1,1]","[0,0,0,0,0,0,0,0,0,1,1,2,3,6,4,11,16,13,6,9,5,6,5,5]","{""Monday"":3,""Tuesday"":8,""Wednesday"":2,""Thursday"":11,""Friday"":3,""Saturday"":12,""Sunday"":12}"
sg:aafa2f5be57745a58f5fea819f477b78,71,65,"[0,2,2,2,3,16,0,0,4,4,2,0,4,5,4,1,2,1,3,1,0,0,4,0,0,4,2,0,1,2,2]","[4,4,4,4,4,4,4,2,2,3,9,13,4,6,13,8,6,16,16,5,4,5,4,4]","{""Monday"":13,""Tuesday"":10,""Wednesday"":5,""Thursday"":10,""Friday"":23,""Saturday"":5,""Sunday"":5}"
sg:c65e66aaf7664e47b37450f761631783,369,268,"[6,10,6,10,7,10,16,11,9,7,9,8,15,16,11,9,7,12,17,18,19,8,10,12,0,22,21,22,10,20,11]","[2,1,0,0,0,0,1,2,4,4,24,30,44,50,50,57,74,53,38,50,46,33,19,3]","{""Monday"":52,""Tuesday"":43,""Wednesday"":31,""Thursday"":54,""Friday"":64,""Saturday"":79,""Sunday"":46}"
sg:b1ae43bb976f443489ef028dd585f061,225,171,"[4,10,8,20,7,6,2,2,4,9,9,9,12,7,3,19,9,11,10,7,4,8,5,5,2,6,9,3,4,7,4]","[5,4,4,6,7,7,4,8,14,29,37,45,58,68,55,61,43,28,28,33,25,24,21,8]","{""Monday"":45,""Tuesday"":35,""Wednesday"":42,""Thursday"":32,""Friday"":34,""Saturday"":16,""Sunday"":21}"
sg:412c11bd64c94aaaad1ef0d9742c4b89,26,18,"[1,1,1,2,1,0,0,1,3,0,0,0,1,0,0,3,0,3,1,0,0,1,0,0,0,2,1,1,1,0,2]","[3,3,2,2,2,4,4,2,2,2,2,2,7,4,5,5,4,1,1,1,4,5,5,5]","{""Monday"":7,""Tuesday"":3,""Wednesday"":5,""Thursday"":4,""Friday"":2,""Saturday"":1,""Sunday"":4}"
sg:83af3b394d3043bfa60d83835f269be6,442,181,"[5,21,20,41,23,9,25,4,17,10,14,22,13,9,12,21,19,21,18,18,7,9,6,6,11,15,6,10,0,17,13]","[24,20,20,18,18,20,58,70,74,85,89,74,76,81,76,80,84,94,83,57,50,32,23,21]","{""Monday"":80,""Tuesday"":68,""Wednesday"":87,""Thursday"":78,""Friday"":46,""Saturday"":53,""Sunday"":30}"
sg:b75d79caf73a4064a91bc7cf13e45ce7,43,16,"[0,2,0,1,1,1,1,1,2,3,1,2,2,2,1,1,2,2,3,1,1,1,3,0,0,0,1,1,1,5,1]","[18,19,19,19,18,17,13,13,12,16,15,14,12,13,16,12,13,10,10,13,14,17,18,18]","{""Monday"":12,""Tuesday"":6,""Wednesday"":4,""Thursday"":6,""Friday"":5,""Saturday"":6,""Sunday"":4}"
sg:15f4b3d234c94a96833d176cb3bb9f4f,89,41,"[4,11,3,1,3,0,5,3,1,2,0,3,3,4,5,3,4,2,2,6,4,3,2,0,1,0,1,6,4,1,2]","[6,4,3,2,1,2,3,5,4,9,11,11,16,10,20,28,22,21,20,17,15,7,5,7]","{""Monday"":17,""Tuesday"":11,""Wednesday"":4,""Thursday"":8,""Friday"":10,""Saturday"":20,""Sunday"":19}"
sg:9b77d464ad7f4922b1e5eeb54baa5bdd,59,18,"[0,1,2,1,1,1,1,0,1,3,1,1,0,2,0,2,2,1,1,2,2,4,4,2,3,5,7,4,3,2,0]","[18,20,20,19,20,20,20,20,21,22,23,22,18,17,18,15,12,12,4,6,7,11,13,13]","{""Monday"":10,""Tuesday"":9,""Wednesday"":6,""Thursday"":8,""Friday"":10,""Saturday"":9,""Sunday"":7}"
sg:2300e2ef7ff34341a8c54d10ad1039cf,7,7,"[0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1]","[0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0]","{""Monday"":2,""Tuesday"":2,""Wednesday"":0,""Thursday"":1,""Friday"":1,""Saturday"":0,""Sunday"":1}"
sg:757eec991f9444d79ff6a8bb6760b45f,40,33,"[2,0,1,0,1,1,3,1,0,0,2,2,3,3,1,4,6,1,2,1,1,2,1,0,0,0,1,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,2,4,2,4,7,6,10,6,2,7,9,3,1,0]","{""Monday"":5,""Tuesday"":7,""Wednesday"":3,""Thursday"":5,""Friday"":6,""Saturday"":7,""Sunday"":7}"
sg:9886b23f91544ebd83d1bdf1a03804ca,63,33,"[1,2,0,6,2,0,1,0,0,0,3,1,7,5,1,0,1,1,2,2,4,2,4,1,1,6,1,1,3,2,3]","[3,1,2,1,1,1,1,2,1,4,10,11,10,13,12,13,15,16,12,6,6,6,3,3]","{""Monday"":8,""Tuesday"":5,""Wednesday"":11,""Thursday"":11,""Friday"":10,""Saturday"":11,""Sunday"":7}"
sg:359cee32d8324cadaf55859ce6905758,121,6,"[2,2,3,4,2,1,4,5,2,5,1,5,2,5,4,5,4,3,3,2,4,5,4,7,4,7,6,5,4,7,4]","[41,41,41,42,42,42,42,43,31,32,31,26,24,29,32,30,30,44,41,39,44,45,45,41]","{""Monday"":19,""Tuesday"":23,""Wednesday"":12,""Thursday"":17,""Friday"":11,""Saturday"":19,""Sunday"":20}"
sg:470eb158947648e4a39102db6f0d1c4d,133,69,"[2,2,3,10,8,4,4,8,7,2,3,4,6,3,3,1,7,5,3,7,16,2,5,2,0,1,7,1,1,4,2]","[7,10,11,9,9,9,11,11,17,27,34,28,20,19,15,16,12,5,3,8,8,7,7,6]","{""Monday"":19,""Tuesday"":16,""Wednesday"":18,""Thursday"":16,""Friday"":24,""Saturday"":24,""Sunday"":16}"
sg:bc28b4c3637e4c22bbf3a4e83472bbb7,331,173,"[1,18,9,7,14,18,1,1,11,11,9,9,14,2,5,16,17,19,13,16,2,5,23,10,7,15,8,12,6,19,13]","[24,20,17,17,16,32,41,43,64,59,59,56,55,56,58,49,46,32,17,19,18,25,23,24]","{""Monday"":87,""Tuesday"":60,""Wednesday"":42,""Thursday"":51,""Friday"":56,""Saturday"":17,""Sunday"":18}"
sg:1252a16c0fd64c2f99531cf7ea8a226d,472,255,"[12,12,15,10,17,21,14,8,15,19,12,10,12,13,8,23,16,11,22,19,19,11,24,13,2,21,25,23,8,20,17]","[28,11,7,3,3,2,6,18,54,87,104,102,110,107,101,72,70,42,34,37,38,30,23,24]","{""Monday"":89,""Tuesday"":80,""Wednesday"":35,""Thursday"":70,""Friday"":77,""Saturday"":74,""Sunday"":47}"
sg:2220aa856ee3480aa87c680223658bca,177,140,"[0,2,0,5,5,5,5,4,8,6,4,11,9,5,3,9,5,8,7,4,9,3,15,7,0,12,4,4,0,4,14]","[1,0,0,0,0,0,0,1,5,3,12,19,22,32,44,52,43,26,8,3,2,1,1,0]","{""Monday"":38,""Tuesday"":32,""Wednesday"":17,""Thursday"":35,""Friday"":22,""Saturday"":23,""Sunday"":10}"
sg:0af30b51f3a84bc8bc9e27b34e8a3a42,24,15,"[0,0,1,0,0,2,3,1,1,2,0,0,1,2,2,0,0,0,2,1,1,0,0,0,3,0,0,1,0,0,1]","[1,1,1,1,1,1,1,2,6,8,4,3,3,3,2,4,6,6,5,1,1,1,1,1]","{""Monday"":1,""Tuesday"":4,""Wednesday"":3,""Thursday"":2,""Friday"":4,""Saturday"":7,""Sunday"":3}"
sg:db939656f90c4241b31396a9c99242f9,103,38,"[1,4,4,3,4,2,0,4,2,2,2,5,3,2,1,2,2,0,6,5,4,2,2,7,2,4,2,1,14,4,7]","[13,15,14,15,15,16,17,23,24,20,20,19,17,21,15,11,12,10,6,11,8,14,15,12]","{""Monday"":14,""Tuesday"":22,""Wednesday"":7,""Thursday"":19,""Friday"":12,""Saturday"":7,""Sunday"":22}"
sg:6c9cfec2fd86430196c9f78c5ba16bc5,193,140,"[2,3,3,6,3,9,9,7,4,3,10,4,11,10,9,1,3,4,7,9,9,3,2,2,4,6,14,10,11,7,8]","[1,1,0,1,0,2,3,16,14,12,27,33,35,33,45,30,23,22,13,3,2,2,1,2]","{""Monday"":16,""Tuesday"":19,""Wednesday"":24,""Thursday"":20,""Friday"":43,""Saturday"":39,""Sunday"":32}"
sg:d52b35ee789446528f515ed04adf82ba,68,24,"[3,1,1,2,1,1,3,3,3,5,2,3,1,1,0,2,1,1,6,1,0,1,0,2,2,1,5,5,4,5,2]","[7,8,7,7,7,19,21,21,21,19,19,18,22,24,21,19,17,7,3,6,8,8,10,6]","{""Monday"":9,""Tuesday"":11,""Wednesday"":7,""Thursday"":11,""Friday"":8,""Saturday"":11,""Sunday"":11}"
sg:d3d1ab08780f4c62831dc1cb90f93290,188,110,"[3,6,8,1,5,5,7,7,12,7,3,5,7,10,7,6,8,9,5,7,7,8,8,10,4,6,4,4,2,5,2]","[9,9,9,9,9,9,10,9,9,16,22,27,33,35,37,23,17,20,23,16,17,17,13,13]","{""Monday"":36,""Tuesday"":35,""Wednesday"":17,""Thursday"":21,""Friday"":23,""Saturday"":29,""Sunday"":27}"
sg:dd03c9d2518641dabbb00a1451e9e22f,440,190,"[8,17,15,15,14,15,16,11,16,21,19,17,13,13,14,25,16,18,22,18,6,13,11,10,0,10,23,12,8,10,14]","[0,0,1,1,23,48,73,95,99,93,119,108,98,83,74,61,66,69,41,16,6,2,3,1]","{""Monday"":79,""Tuesday"":76,""Wednesday"":52,""Thursday"":63,""Friday"":69,""Saturday"":47,""Sunday"":54}"
