"safegraph_place_id","location_name","street_address","city","region","postal_code","brands","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","visitor_home_cbgs","visitor_work_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type","iso_country_code"
sg:3fcff9cc789f4654b3aa425d10cbe9e4,Journals Unlimited the Write It Down Series,701 5th St,Bay City,MI,48708,,1575158400,1577836800,201,68,"[9,8,11,15,9,7,7,5,2,9,11,9,10,3,2,6,6,6,4,8,5,3,5,0,4,6,5,4,5,9,8]","{""260172803001"":7}","{""260172856004"":5,""260172865001"":5}","{""US"":57}",10088,51.0,"{""<5"":5,""5-20"":55,""21-60"":49,""61-240"":39,"">240"":53}","{""Chevrolet"":50,""American Freight"":40,""Burger King"":19,""Jo-Ann Fabric and Craft Stores"":14,""Dollar General"":11,""GCR Tire Centers"":10,""Taco Bell"":9}","{""Speedway"":33,""Meijer"":33,""McDonald's"":31,""Kroger"":21,""Walmart"":17,""BP"":16,""Dunham's Sports"":16,""Ollie's Bargain Outlet"":16,""Taco Bell"":14,""Walgreens"":14,""Covenant HealthCare"":13,""Applebee's"":13,""7-Eleven"":12,""Mobil"":11,""Rite Aid"":10,""Buffalo Wild Wings"":10,""Tim Hortons"":10,""Wendy's"":10,""Jo-Ann Fabric and Craft Stores"":9,""Cartridge World"":9}","[22,18,17,19,21,19,20,25,44,48,57,60,56,50,47,41,35,32,28,23,27,28,22,22]","{""Monday"":29,""Tuesday"":34,""Wednesday"":36,""Thursday"":28,""Friday"":30,""Saturday"":20,""Sunday"":24}","{""android"":49,""ios"":20}",US
sg:61934e8b4bea47fa84cc0cbc2074ea98,Michigan Museum Of Surveying,220 Museum Dr,Lansing,MI,48933,,1575158400,1577836800,65,59,"[2,0,0,4,2,3,3,3,1,5,2,0,2,7,1,0,1,1,1,1,2,3,1,0,0,4,4,6,3,1,2]",{},"{""260650067001"":5}","{""US"":58}",12391,49.0,"{""<5"":0,""5-20"":23,""21-60"":13,""61-240"":27,"">240"":2}","{""Meijer"":50}","{""Meijer"":56,""McDonald's"":38,""Speedway"":35,""Kohl's"":33,""Target"":31,""Biggby Coffee"":29,""Walmart"":23,""Culver's"":19,""Dollar Tree"":19,""Sunoco"":18,""Taco Bell"":18,""Kroger"":18,""BP"":17,""Goodwill Industries"":16,""Costco Wholesale Corp."":16,""Starbucks"":16,""The Home Depot"":16,""Sam's Club"":15,""Subway"":15,""Qdoba Mexican Grill"":15}","[0,0,0,0,0,0,1,1,4,2,12,15,14,24,22,17,11,8,1,4,1,1,1,0]","{""Monday"":3,""Tuesday"":8,""Wednesday"":7,""Thursday"":7,""Friday"":10,""Saturday"":18,""Sunday"":12}","{""android"":33,""ios"":26}",US
sg:f05d99cc252e4bb0b80f05042e9be14b,She Bakes Cupcakes,23541 Hill Ave,Warren,MI,48091,,1575158400,1577836800,29,16,"[0,1,0,1,0,0,0,1,1,1,2,1,1,1,0,1,0,2,1,0,3,5,0,1,1,2,2,0,0,0,1]",{},{},"{""US"":13}",11438,52.0,"{""<5"":0,""5-20"":5,""21-60"":11,""61-240"":5,"">240"":8}",{},"{""Meijer"":43,""Tim Hortons"":37,""Shell Oil"":31,""Subway"":30,""Mobil"":29,""Kroger"":29,""CVS"":26,""McDonald's"":23,""Speedway"":23,""Exxon Mobil"":23,""Family Dollar Stores"":22,""Comerica Bank"":19,""Rite Aid"":17,""7-Eleven"":16,""BP"":16,""Starbucks"":16,""Burger King"":14,""Taco Bell"":13,""Piercing Pagoda"":12,""Penn Station"":12}","[4,4,4,4,4,4,4,4,6,7,7,6,6,5,7,4,5,5,4,6,7,8,9,7]","{""Monday"":3,""Tuesday"":3,""Wednesday"":6,""Thursday"":4,""Friday"":3,""Saturday"":4,""Sunday"":6}","{""android"":10,""ios"":6}",US
sg:4bbc75b259a94286a08449853828871e,Book Cottage,1901 Horton Rd,Jackson,MI,49203,,1575158400,1577836800,164,105,"[1,8,9,4,2,3,4,3,9,3,3,10,8,8,6,3,10,16,9,9,4,5,12,1,1,4,0,0,0,6,3]","{""260750052004"":10,""260750052005"":8}",{},"{""US"":103}",6097,24.0,"{""<5"":6,""5-20"":64,""21-60"":52,""61-240"":39,"">240"":3}","{""PS Food Mart"":33,""Guitar Center"":33,""T.J. Maxx"":33,""Macy's"":16,""Henry Ford Health System"":12,""Biggby Coffee"":12,""Subway"":6}","{""Meijer"":49,""United States Postal Service (USPS)"":48,""BP"":47,""McDonald's"":42,""Mobil"":38,""Sam's Club"":33,""Biggby Coffee"":28,""Subway"":27,""Henry Ford Health System"":27,""Target"":26,""Wendy's"":25,""Shell Oil"":25,""Country Market"":25,""Walmart"":25,""Dollar General"":20,""Rite Aid"":20,""Jo-Ann Fabric and Craft Stores"":19,""PS Food Mart"":17,""Plato's Closet"":17,""T.J. Maxx"":17}","[1,1,1,1,0,0,1,5,11,26,32,36,32,20,25,12,17,20,23,13,9,6,5,3]","{""Monday"":38,""Tuesday"":26,""Wednesday"":24,""Thursday"":25,""Friday"":20,""Saturday"":16,""Sunday"":15}","{""android"":50,""ios"":55}",US
sg:16129bd1636d414ab5c3fcf2848603d8,Sandra Kay's,120 W John Beers Rd,Stevensville,MI,49127,,1575158400,1577836800,49,41,"[0,0,4,4,3,0,6,0,0,3,0,0,3,3,0,0,2,3,3,4,2,2,4,3,0,0,0,0,0,0,0]","{""260210016001"":6}",{},"{""US"":41}",6465,21.0,"{""<5"":2,""5-20"":22,""21-60"":20,""61-240"":5,"">240"":0}","{""Meijer"":33,""Dairy Queen"":33}","{""Meijer"":74,""Martin's Super Markets"":59,""Walgreens"":52,""Pri Mart"":51,""Shell Oil"":45,""Burger King"":27,""Dollar Tree"":23,""Culver's"":21,""Kohl's"":20,""Goodwill Industries"":20,""Jos. A. Bank Clothiers"":19,""BP"":19,""Lowe's"":18,""Cracker Barrel"":18,""Harding's Friendly Market"":17,""Celebration! Cinema"":17,""Domino's Pizza"":16,""ALDI"":16,""McDonald's"":15,""Starbucks"":15}","[0,0,0,0,0,1,2,5,1,4,9,17,10,7,7,3,0,1,2,1,0,0,0,0]","{""Monday"":4,""Tuesday"":12,""Wednesday"":7,""Thursday"":6,""Friday"":7,""Saturday"":11,""Sunday"":2}","{""android"":30,""ios"":11}",US
sg:45cd0fb8cf7942088a62fd4196946cd7,Northwest Michigan Maritime Museum,100 Coast Guard St,Frankfort,MI,49635,,1575158400,1577836800,50,21,"[0,1,0,0,0,1,2,1,3,0,0,1,4,0,0,1,0,0,2,0,0,1,1,0,0,9,6,4,5,5,3]",{},{},"{""US"":19}",210956,64.0,"{""<5"":1,""5-20"":9,""21-60"":14,""61-240"":12,"">240"":14}","{""Family Fare"":25}","{""McDonald's"":38,""Meijer"":37,""Burger King"":19,""Family Fare"":19,""Hallmark Cards"":18,""Subway"":17,""T.J. Maxx"":16,""Sam's Club"":15,""Starbucks"":14,""A&W Restaurants"":14,""Target"":14,""Little Caesars"":13,""Mobil"":12,""Walmart"":12,""Five Below"":12,""Arby's"":12,""PetSmart"":12,""Walgreens"":12,""Macy's"":12,""BP"":11}","[9,9,7,7,7,7,7,7,12,13,13,11,9,13,10,8,15,13,13,9,10,9,8,8]","{""Monday"":11,""Tuesday"":3,""Wednesday"":0,""Thursday"":12,""Friday"":11,""Saturday"":6,""Sunday"":7}","{""android"":9,""ios"":12}",US
sg:8a68708f09f948919170beb2719cfb3e,Cappon House Museum,31 W 10th St,Holland,MI,49423,,1575158400,1577836800,35,22,"[1,1,3,0,1,1,1,0,1,2,2,2,1,0,0,0,2,2,2,3,1,1,2,1,0,1,1,2,0,1,0]",{},{},"{""US"":20}",10936,45.0,"{""<5"":0,""5-20"":10,""21-60"":12,""61-240"":9,"">240"":4}","{""Zumiez"":100,""Applebee's"":50,""McDonald's"":30}","{""Meijer"":53,""Walgreens"":34,""J&H"":32,""Family Fare"":32,""Tim Hortons"":31,""TGI Fridays"":31,""McDonald's"":31,""Taco Bell"":31,""Dollar Tree"":30,""ALDI"":26,""Speedway"":25,""Biggby Coffee"":23,""Menard's"":22,""T.J. Maxx"":19,""Kohl's"":18,""The Home Depot"":18,""Burger King"":18,""Starbucks"":18,""Wendy's"":18,""Courtyard by Marriott"":18}","[3,1,0,0,0,0,0,0,1,2,2,10,12,19,21,7,1,4,1,2,0,0,1,1]","{""Monday"":5,""Tuesday"":8,""Wednesday"":4,""Thursday"":6,""Friday"":6,""Saturday"":4,""Sunday"":2}","{""android"":14,""ios"":8}",US
sg:9444f16fac0b4890947b83a096994ebc,La Eatrella Del Norte,2406 N Michigan Ave,Saginaw,MI,48602,,1575158400,1577836800,17,12,"[1,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,2,1,0,0]",{},{},"{""US"":12}",5349,6.0,"{""<5"":1,""5-20"":14,""21-60"":0,""61-240"":2,"">240"":0}","{""Little Caesars"":100}","{""Sam's Club"":55,""Walmart"":54,""Meijer"":49,""Speedway"":48,""Kohl's"":45,""McDonald's"":44,""Dollar Tree"":43,""Little Caesars"":40,""Kroger"":39,""Burger King"":37,""Menard's"":32,""KFC"":31,""JCPenney"":31,""7-Eleven"":31,""Family Dollar Stores"":30,""Taco Bell"":28,""Covenant HealthCare"":25,""Sky Zone"":25,""Dunham's Sports"":25,""Tim Hortons"":25}","[0,0,0,0,0,0,0,0,0,0,2,0,4,5,3,2,3,1,0,1,1,1,1,0]","{""Monday"":0,""Tuesday"":3,""Wednesday"":1,""Thursday"":2,""Friday"":1,""Saturday"":4,""Sunday"":6}","{""android"":10,""ios"":0}",US
sg:35aa8a3e258e4e3ab5cc5357ced3abb1,Comic Book Zen,1217 Griswold St,Port Huron,MI,48060,,1575158400,1577836800,164,86,"[6,6,9,8,6,9,6,6,7,7,4,6,4,2,9,4,3,8,7,4,3,4,5,3,2,4,5,5,6,4,2]","{""261476373001"":5,""261476220002"":5}",{},"{""US"":82}",7146,30.0,"{""<5"":5,""5-20"":61,""21-60"":36,""61-240"":41,"">240"":21}","{""Dollar General"":32,""McDonald's"":25,""Honda"":25,""Big Lots Stores"":25,""American Job Centers"":14,""T.J. Maxx"":14,""Taco Bell"":13}","{""Meijer"":45,""McDonald's"":43,""Ollie's Bargain Outlet"":31,""Dollar Tree"":29,""Speedway"":29,""Foster Blue Water Oil"":29,""SpeedyQ Market"":26,""Five Below"":24,""Sam's Club"":21,""Taco Bell"":20,""Dollar General"":19,""Mobil"":18,""Walmart"":17,""Walgreens"":16,""Wendy's"":16,""Burger King"":15,""BP"":14,""Family Dollar Stores"":13,""Menard's"":13,""LensCrafters"":13}","[11,11,9,9,10,10,9,13,19,29,37,42,33,30,24,26,18,19,20,14,13,7,10,12]","{""Monday"":25,""Tuesday"":24,""Wednesday"":22,""Thursday"":23,""Friday"":22,""Saturday"":17,""Sunday"":31}","{""android"":62,""ios"":24}",US
sg:eacd8c913a394c469bc1a27c5d84a254,Gold 'N Oven,4104 15 Mile Rd,Sterling Heights,MI,48310,,1575158400,1577836800,29,24,"[1,1,0,1,2,1,1,3,1,0,2,0,0,0,1,1,0,1,1,0,3,1,1,0,1,1,0,2,1,0,2]",{},{},"{""US"":22}",3251,7.0,"{""<5"":6,""5-20"":16,""21-60"":5,""61-240"":2,"">240"":0}",{},"{""Shell Oil"":52,""Speedway"":48,""Tim Hortons"":46,""Meijer"":41,""BP"":39,""McDonald's"":36,""CVS"":32,""7-Eleven"":31,""Lowe's"":29,""The Home Depot"":29,""Tesla Motors"":28,""Macy's"":27,""Kroger"":26,""Subway"":26,""Starbucks"":24,""Taco Bell"":24,""Costco Wholesale Corp."":21,""Walmart"":21,""Kohl's"":20,""Burger King"":20}","[0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,7,3,3,7,0,2,0,0,0]","{""Monday"":4,""Tuesday"":2,""Wednesday"":5,""Thursday"":4,""Friday"":1,""Saturday"":6,""Sunday"":7}","{""android"":12,""ios"":12}",US
sg:2f761fe208e24478b2ea24a4dd068209,Great Lakes Shipwreck Museum,18335 N Whitefish Point Rd,Paradise,MI,49768,,1575158400,1577836800,19,13,"[0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0]",{},{},"{""US"":13}",258031,24.0,"{""<5"":0,""5-20"":9,""21-60"":8,""61-240"":2,"">240"":0}",{},"{""Meijer"":76,""McDonald's"":55,""Walmart"":48,""Culver's"":45,""Speedway"":44,""Arby's"":36,""BP"":35,""Taco Bell"":33,""Shell Oil"":32,""Applebee's"":29,""KFC"":29,""Dollar Tree"":24,""Dunham's Sports"":23,""Holiday Station"":23,""Pet Supplies Plus"":23,""Jo-Ann Fabric and Craft Stores"":22,""Mobil"":21,""Goodwill Industries"":21,""Kohl's"":19,""Burger King"":18}","[0,0,0,1,1,0,0,0,0,1,3,3,5,0,1,1,5,1,1,2,1,0,0,0]","{""Monday"":1,""Tuesday"":2,""Wednesday"":1,""Thursday"":0,""Friday"":4,""Saturday"":10,""Sunday"":1}","{""android"":8,""ios"":5}",US
sg:e0528f229cfe4d46842cf83d67fbdeca,5th Wheel Adult Novelties,9320 Michigan Ave,Detroit,MI,48210,,1575158400,1577836800,257,164,"[0,17,14,13,10,15,2,4,18,12,12,6,7,0,3,15,8,10,11,11,3,6,7,5,2,15,12,5,5,4,5]",{},{},"{""US"":156}",10224,30.0,"{""<5"":10,""5-20"":98,""21-60"":55,""61-240"":73,"">240"":21}","{""Pet Supplies Plus"":25,""GameStop"":16,""McDonald's"":11,""Bar Louie"":9,""Dollar General"":8,""T.J. Maxx"":8,""T-Mobile"":7,""Ollie's Bargain Outlet"":7,""Taco Bell"":6,""American Job Centers"":6,""AutoZone"":6}","{""BP"":35,""McDonald's"":32,""Mobil"":27,""Sunoco"":27,""CVS"":26,""Family Dollar Stores"":25,""Tim Hortons"":24,""Subway"":22,""Meijer"":22,""Walmart"":21,""The Home Depot"":19,""CITGO"":18,""JCPenney"":18,""Dollar Tree"":18,""Burger King"":17,""Speedway"":15,""Kroger"":15,""Target"":12,""AutoZone"":12,""Five Below"":11}","[4,4,2,2,6,7,4,7,18,50,64,76,77,63,62,42,26,14,14,5,7,8,7,8]","{""Monday"":61,""Tuesday"":44,""Wednesday"":37,""Thursday"":42,""Friday"":45,""Saturday"":10,""Sunday"":18}","{""android"":108,""ios"":56}",US
sg:930971fe25854f25a647f94983b0059b,On the Rise Bakery,8900 Gratiot Ave,Detroit,MI,48213,,1575158400,1577836800,100,74,"[0,1,2,3,4,5,5,2,5,5,5,4,5,3,0,1,7,9,4,4,3,1,3,5,3,0,2,1,2,5,1]",{},{},"{""US"":67}",9366,16.0,"{""<5"":5,""5-20"":51,""21-60"":17,""61-240"":16,"">240"":11}","{""Marriott Hotels"":33,""Dollar General"":32,""Walmart"":24,""Circle K"":20}","{""Meijer"":33,""BP"":32,""Mobil"":24,""Dollar Tree"":22,""Family Dollar Stores"":21,""Tim Hortons"":20,""CVS"":19,""Subway"":18,""Sunoco"":18,""The Home Depot"":18,""McDonald's"":18,""Burger King"":17,""Kroger"":16,""Speedway"":14,""CITGO"":14,""Gordon Food Service Store"":13,""Popeyes Louisiana Kitchen"":11,""Starbucks"":11,""White Castle"":11,""Dollar General"":10}","[8,6,7,8,8,9,11,8,21,18,21,23,27,25,15,12,8,8,5,11,10,14,11,8]","{""Monday"":13,""Tuesday"":20,""Wednesday"":20,""Thursday"":12,""Friday"":16,""Saturday"":14,""Sunday"":5}","{""android"":51,""ios"":23}",US
sg:cde07f88360c4b4d9de2697d31781111,Cerqueira Melissa,471 Fairways Ln,Chelsea,MI,48118,,1575158400,1577836800,48,28,"[0,2,4,0,1,5,1,3,0,1,2,2,2,1,0,1,0,3,2,3,2,3,1,1,0,0,3,0,2,1,2]","{""261614464002"":5}","{""261614464002"":6}","{""US"":25}",9953,19.0,"{""<5"":2,""5-20"":23,""21-60"":6,""61-240"":13,"">240"":4}","{""Bob Evans"":50}","{""Speedway"":41,""Meijer"":35,""Country Market"":32,""CVS"":27,""BP"":22,""McDonald's"":21,""Burger King"":20,""CrossFit"":20,""Wendy's"":20,""Buffalo Wild Wings"":20,""Macy's"":19,""Dollar Tree"":18,""Subway"":18,""Kohl's"":17,""Pilot Flying J"":13,""Panera Bread"":12,""JCPenney"":12,""PetSmart"":12,""Michaels Stores"":12,""Target"":11}","[3,3,4,5,5,5,4,5,5,6,3,4,5,4,6,7,8,7,8,7,9,9,6,4]","{""Monday"":4,""Tuesday"":8,""Wednesday"":5,""Thursday"":5,""Friday"":13,""Saturday"":5,""Sunday"":8}","{""android"":15,""ios"":13}",US
sg:f78be58da4c24d0880a0a0c39f4612a9,D&D's Gluten Free,8445 48th Ave,Hudsonville,MI,49426,,1575158400,1577836800,28,25,"[0,2,1,0,0,2,2,0,2,1,0,3,0,0,1,1,0,1,2,1,1,1,0,1,0,2,0,0,3,0,1]",{},{},"{""US"":24}",18260,17.0,"{""<5"":0,""5-20"":15,""21-60"":9,""61-240"":4,"">240"":0}",{},"{""Meijer"":43,""Family Fare"":36,""McDonald's"":34,""J&H"":28,""Sears"":28,""TGI Fridays"":24,""Mobil"":22,""Tim Hortons"":20,""Arby's"":18,""Subway"":17,""Cabela's"":16,""Staples"":15,""Wendy's"":15,""Culver's"":15,""Tractor Supply Co."":15,""Little Caesars"":14,""Five Below"":14,""Speedway"":14,""Walgreens"":13,""Anna's House Restaurant"":12}","[0,0,1,1,1,1,1,1,2,2,2,2,5,1,4,5,7,4,2,2,2,0,0,1]","{""Monday"":5,""Tuesday"":4,""Wednesday"":1,""Thursday"":7,""Friday"":3,""Saturday"":3,""Sunday"":5}","{""android"":17,""ios"":8}",US
sg:1425f4d3afa042d59b6506a86af6594e,Milford Baking,408 N Main St,Milford,MI,48381,,1575158400,1577836800,10,10,"[0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,1,0,0,0]",{},{},"{""US"":10}",14178,85.5,"{""<5"":0,""5-20"":3,""21-60"":1,""61-240"":6,"">240"":0}",{},"{""Kroger"":57,""Costco Wholesale Corp."":56,""Kohl's"":45,""Chevrolet"":39,""McDonald's"":36,""Shell Oil"":33,""MJR Digital Cinemas"":30,""Westin Hotels & Resorts"":30,""Jo-Ann Fabric and Craft Stores"":29,""Five Below"":28,""Dollar Tree"":23,""Subway"":23,""Starbucks"":21,""Powerhouse Gym"":20,""Leo's Coney Island"":20,""Bassett Furniture"":20,""Target"":20,""Fairfield Inn & Suites by Marriott"":20,""Chase"":20,""IMAX"":20}","[0,0,0,0,0,0,0,0,2,0,2,3,5,3,3,2,0,0,0,1,1,1,0,0]","{""Monday"":0,""Tuesday"":2,""Wednesday"":3,""Thursday"":3,""Friday"":0,""Saturday"":2,""Sunday"":0}","{""android"":7,""ios"":0}",US
sg:a17f04049dbf4793aac9380923e0f70b,Barnes and Noble,4325 24th Ave,Fort Gratiot,MI,48059,Barnes and Noble,1575158400,1577836800,579,455,"[13,8,8,15,16,19,16,12,8,23,18,7,11,28,16,19,18,20,11,21,42,26,36,20,0,37,23,17,29,28,14]","{""261476304004"":12,""261476311001"":11,""261476371001"":11,""261476304001"":10,""261476372003"":9,""261476420002"":9,""261476331002"":9,""261476220002"":8,""261476316002"":8,""261476350001"":8,""261476280001"":8,""261476316001"":8,""261476350003"":7,""261476301001"":7,""261476341001"":7,""261476270001"":6,""261476220003"":6,""261476556003"":6,""261476346002"":6,""261476350004"":5,""261476371003"":5,""261476402001"":5,""261476210003"":5,""261476406002"":5,""261476372002"":5,""261476332002"":5,""261476556001"":5,""261476401001"":5}","{""261476290002"":21,""261476372003"":12,""261476240003"":9,""261519708003"":6,""261476220003"":6,""261476250001"":6,""261476346002"":5,""261476304004"":5,""261476551003"":5}","{""US"":443,""CA"":7}",12812,21.0,"{""<5"":11,""5-20"":277,""21-60"":228,""61-240"":60,"">240"":3}","{""LensCrafters"":18,""Hobby Lobby Stores"":12,""Hallmark Cards"":10,""Sam's Club"":9,""Tractor Supply Co."":9,""T.J. Maxx"":9,""Meijer"":9,""Party City"":8,""Foster Blue Water Oil"":7,""Tim Hortons"":7,""Applebee's"":5,""Walmart"":5,""Dodge"":5}","{""Meijer"":66,""Five Below"":47,""McDonald's"":39,""Kroger"":29,""Foster Blue Water Oil"":29,""Kohl's"":28,""Sam's Club"":28,""T.J. Maxx"":27,""Walmart"":26,""LensCrafters"":25,""Target"":23,""Tim Hortons"":23,""Dick's Sporting Goods"":23,""Dollar Tree"":22,""Taco Bell"":19,""Menard's"":17,""Best Buy"":17,""Curves"":17,""Speedway"":17,""Hobby Lobby Stores"":16}","[2,3,2,2,2,2,2,3,6,17,40,56,72,95,115,114,94,71,59,52,51,16,6,2]","{""Monday"":97,""Tuesday"":83,""Wednesday"":53,""Thursday"":71,""Friday"":74,""Saturday"":105,""Sunday"":96}","{""android"":291,""ios"":164}",US
sg:ddfa4764907e4dea8bfc2bb192bde76c,Bartz Bakery,1532 N Telegraph Rd,Dearborn,MI,48128,,1575158400,1577836800,178,117,"[2,4,4,6,4,8,6,2,5,5,8,7,5,8,3,5,3,5,6,7,9,3,14,12,8,9,4,4,1,5,6]",{},{},"{""US"":112}",4953,10.0,"{""<5"":11,""5-20"":97,""21-60"":21,""61-240"":16,"">240"":33}","{""Michaels Stores"":33,""Sam's Club"":24,""McDonald's"":22,""Planet Fitness"":12}","{""Kroger"":50,""Meijer"":36,""BP"":31,""Target"":31,""CVS"":29,""McDonald's"":25,""The Home Depot"":23,""Dollar Tree"":23,""T.J. Maxx"":23,""Kohl's"":23,""Tim Hortons"":22,""Starbucks"":21,""Macy's"":21,""Sam's Club"":19,""JCPenney"":18,""Costco Wholesale Corp."":18,""Mobil"":18,""Dunham's Sports"":17,""Speedway"":17,""Walgreens"":16}","[32,30,32,31,31,12,5,12,9,17,16,23,18,14,18,19,12,12,8,16,40,41,38,38]","{""Monday"":33,""Tuesday"":30,""Wednesday"":27,""Thursday"":26,""Friday"":24,""Saturday"":27,""Sunday"":11}","{""android"":62,""ios"":56}",US
sg:64350312ab4c4573bc1c67fd67434d39,Pretzelmaker,2121 N Monroe St,Monroe,MI,48162,Pretzelmaker,1575158400,1577836800,34,34,"[0,0,0,2,0,1,14,0,0,0,1,1,1,3,0,0,1,0,1,1,1,0,0,3,0,1,0,2,1,0,0]",{},{},"{""US"":34}",7032,25.0,"{""<5"":0,""5-20"":13,""21-60"":13,""61-240"":8,"">240"":0}","{""Cold Stone Creamery"":50,""Walmart"":24}","{""Kroger"":68,""Meijer"":64,""Walmart"":53,""McDonald's"":50,""Kohl's"":43,""Wendy's"":42,""Spencer's"":41,""Dollar Tree"":40,""Burger King"":39,""PetSmart"":39,""Five Below"":36,""Walgreens"":34,""Taco Bell"":33,""Hobby Lobby Stores"":30,""Applebee's"":27,""Speedway"":27,""GameStop"":26,""Lowe's"":25,""Buffalo Wild Wings"":25,""Dunham's Sports"":23}","[0,0,0,0,0,0,0,1,2,6,6,6,5,4,5,4,7,7,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":4,""Wednesday"":3,""Thursday"":3,""Friday"":3,""Saturday"":20,""Sunday"":1}","{""android"":34,""ios"":0}",US
sg:8a60833a93de4285a17d285b021ca217,Sisters Cakery,15730 W Warren Ave,Detroit,MI,48228,,1575158400,1577836800,109,57,"[1,5,6,2,0,6,4,5,3,2,5,6,4,3,4,4,4,6,0,3,8,3,4,2,2,2,1,3,2,4,5]",{},{},"{""US"":53}",7282,16.0,"{""<5"":4,""5-20"":58,""21-60"":26,""61-240"":17,"">240"":4}","{""Tim Hortons"":67,""Bed Bath & Beyond"":50}","{""BP"":42,""Tim Hortons"":38,""Subway"":26,""Kroger"":24,""Family Dollar Stores"":23,""Sunoco"":23,""Burlington Coat Factory"":20,""Mobil"":19,""Macy's"":19,""CITGO"":17,""Dollar Tree"":16,""JCPenney"":15,""GameStop"":14,""Walmart"":14,""Planet Fitness"":14,""Starbucks"":13,""Shell Oil"":13,""White Castle"":12,""Meijer"":11,""The Home Depot"":11}","[5,4,4,4,4,5,7,6,5,10,21,17,10,11,17,20,17,16,7,12,8,4,3,5]","{""Monday"":20,""Tuesday"":19,""Wednesday"":15,""Thursday"":8,""Friday"":14,""Saturday"":18,""Sunday"":15}","{""android"":23,""ios"":34}",US
sg:efeb61a8f6ca4a7381a48e8d44705cff,Lutheran Center Bookstore,16259 E 9 Mile Rd,Eastpointe,MI,48021,,1575158400,1577836800,105,74,"[1,4,6,4,4,3,3,2,4,3,0,0,6,3,3,2,2,5,5,4,7,4,4,4,2,3,4,3,2,6,2]","{""260992587002"":8}",{},"{""US"":72}",3576,10.0,"{""<5"":4,""5-20"":67,""21-60"":16,""61-240"":15,"">240"":3}","{""GNC (General Nutrition Centers)"":50,""Dollar Tree"":39,""Mobil"":20}","{""Kroger"":49,""McDonald's"":43,""BP"":37,""CVS"":33,""Dollar Tree"":33,""Meijer"":31,""Speedway"":30,""Wendy's"":27,""Walgreens"":27,""Family Dollar Stores"":26,""Dollar General"":26,""Subway"":25,""Sunoco"":25,""Walmart"":25,""Tim Hortons"":24,""Mobil"":24,""Rite Aid"":22,""7-Eleven"":22,""White Castle"":20,""Burger King"":20}","[2,2,1,1,2,2,3,8,7,7,9,13,15,17,16,18,14,7,4,6,7,4,3,2]","{""Monday"":20,""Tuesday"":17,""Wednesday"":11,""Thursday"":12,""Friday"":17,""Saturday"":16,""Sunday"":12}","{""android"":62,""ios"":12}",US
sg:db08265b3bdf4bfab4f7094184c1899f,Grosse Ile Bakery,7767 Macomb St,Grosse Ile,MI,48138,,1575158400,1577836800,26,23,"[0,1,0,2,2,0,2,0,1,3,0,0,3,3,0,2,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0]","{""261635963001"":5}","{""261635962001"":7}","{""US"":23}",2778,15.5,"{""<5"":2,""5-20"":11,""21-60"":8,""61-240"":5,"">240"":0}",{},"{""Starbucks"":69,""Meijer"":55,""Kohl's"":52,""Mobil"":46,""Target"":42,""Michaels Stores"":37,""MJR Digital Cinemas"":35,""McDonald's"":34,""Kroger"":32,""Tim Hortons"":30,""HomeGoods"":30,""CVS"":30,""Marshalls"":29,""Walmart"":27,""White Castle"":26,""Five Below"":24,""Speedway"":24,""7-Eleven"":23,""Subway"":23,""Hungry Howie's Pizza & Subs"":22}","[0,0,0,0,0,0,0,2,0,4,6,4,2,4,4,6,9,1,0,0,0,0,0,0]","{""Monday"":5,""Tuesday"":3,""Wednesday"":3,""Thursday"":4,""Friday"":4,""Saturday"":7,""Sunday"":0}","{""android"":8,""ios"":15}",US
