safegraph_place_id,raw_visit_counts,raw_visitor_counts,visits_by_day,popularity_by_hour,popularity_by_day
sg:90ab3323551f4470bcb60c438ce22552,46,37,"[0,6,5,5,0,0,2,2,1,1,4,0,1,0,2,0,1,0,0,1,0,7,0,0,3,0,0,1,1,1,2]","[0,0,0,0,0,0,1,1,5,7,18,17,16,12,13,8,10,4,1,0,0,0,0,0]","{""Monday"":2,""Tuesday"":3,""Wednesday"":12,""Thursday"":8,""Friday"":9,""Saturday"":12,""Sunday"":0}"
sg:fbec1b0a2bc74fb4be46ff92a7d945ce,7,6,"[0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,2,2,1,0,0]","{""Monday"":1,""Tuesday"":0,""Wednesday"":0,""Thursday"":1,""Friday"":3,""Saturday"":2,""Sunday"":0}"
sg:9a0c44b14be04f78a0d0b8d34b7d7986,7,6,"[0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,3,2,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":2,""Thursday"":0,""Friday"":1,""Saturday"":1,""Sunday"":3}"
sg:9c2e455d62d64937b4525886ba06e732,231,90,"[2,4,9,1,11,8,10,8,12,10,12,11,12,2,8,15,4,2,9,8,8,6,11,10,3,11,4,6,6,6,2]","[5,6,5,5,5,5,10,25,41,66,97,91,68,42,35,38,27,27,20,13,8,6,5,5]","{""Monday"":32,""Tuesday"":27,""Wednesday"":30,""Thursday"":48,""Friday"":34,""Saturday"":18,""Sunday"":42}"
sg:d781ad3e10f3403ca2099649757ef8a0,39,35,"[1,1,6,1,2,0,3,1,1,3,2,1,0,0,0,1,1,2,1,0,0,2,1,1,1,1,0,1,0,3,2]","[1,1,1,1,1,1,0,0,4,2,6,6,6,9,9,7,6,4,6,0,0,0,1,0]","{""Monday"":0,""Tuesday"":4,""Wednesday"":4,""Thursday"":7,""Friday"":13,""Saturday"":6,""Sunday"":5}"
sg:861c8caee71b46db81bed619682b9622,748,573,"[35,29,33,53,30,16,30,14,19,31,40,29,15,19,11,17,15,24,31,33,19,16,9,13,45,28,21,18,24,13,18]","[1,1,1,1,1,1,3,2,4,11,51,72,108,140,165,172,145,141,122,106,80,46,17,4]","{""Monday"":85,""Tuesday"":86,""Wednesday"":100,""Thursday"":87,""Friday"":110,""Saturday"":162,""Sunday"":118}"
sg:faf18d5751524dd984a52dd07eb21653,280,212,"[2,7,7,14,10,4,7,8,18,9,7,6,8,17,6,7,18,13,11,9,2,2,7,15,17,3,7,8,13,10,8]","[3,2,2,1,1,1,1,3,6,12,22,37,44,50,54,57,52,52,53,62,47,31,22,13]","{""Monday"":28,""Tuesday"":37,""Wednesday"":31,""Thursday"":49,""Friday"":54,""Saturday"":51,""Sunday"":30}"
sg:fea4a1444df74da38d34761acaf208bf,149,100,"[4,6,3,7,9,8,8,5,7,6,3,3,3,7,6,8,5,3,1,4,6,1,2,4,3,6,3,5,2,4,7]","[15,21,15,3,0,0,1,7,13,19,24,24,26,22,20,20,23,25,25,26,19,13,9,9]","{""Monday"":18,""Tuesday"":30,""Wednesday"":18,""Thursday"":27,""Friday"":21,""Saturday"":16,""Sunday"":19}"
sg:da5307918fa7404c9f0a116008fa98cc,74,48,"[7,6,5,1,2,1,2,4,2,4,1,0,2,1,3,2,6,2,3,0,3,1,1,1,1,1,1,1,2,1,7]","[3,2,2,1,1,1,4,8,11,10,16,15,17,14,11,10,7,2,4,6,7,7,5,2]","{""Monday"":4,""Tuesday"":12,""Wednesday"":17,""Thursday"":12,""Friday"":18,""Saturday"":5,""Sunday"":6}"
sg:72a938c85bd7415abd941fe6862aff8d,87,36,"[0,1,2,0,1,4,6,5,9,6,5,3,3,1,4,4,2,3,3,3,2,2,7,3,0,0,3,1,3,1,0]","[1,1,3,1,1,20,20,26,35,42,45,45,44,38,37,26,22,10,7,5,2,5,3,1]","{""Monday"":13,""Tuesday"":10,""Wednesday"":14,""Thursday"":22,""Friday"":13,""Saturday"":8,""Sunday"":7}"
sg:ff029f6334474892930d04b4e6861479,114,53,"[2,5,4,6,6,5,4,9,2,5,8,5,3,1,4,3,3,4,5,3,1,2,0,3,2,4,2,3,0,7,3]","[29,29,26,27,25,28,31,30,28,28,32,31,30,28,30,25,18,18,13,20,18,22,24,28]","{""Monday"":13,""Tuesday"":9,""Wednesday"":17,""Thursday"":17,""Friday"":18,""Saturday"":20,""Sunday"":20}"
sg:e041c50581ee4049b32fef6016b8637b,243,149,"[3,10,10,4,4,8,15,13,8,12,4,4,16,20,9,6,9,2,2,8,9,11,7,6,2,0,16,6,4,11,4]","[24,23,23,23,23,23,26,24,34,45,52,46,44,61,59,72,56,32,30,28,30,28,24,24]","{""Monday"":48,""Tuesday"":50,""Wednesday"":40,""Thursday"":42,""Friday"":41,""Saturday"":12,""Sunday"":10}"
sg:8b60e87b90aa4457a8a2d22662daa81a,101,64,"[0,6,4,1,0,2,3,2,3,7,1,0,0,1,3,5,3,3,1,1,2,6,5,7,4,4,3,4,8,3,9]","[4,1,1,0,0,2,4,11,18,26,27,18,20,18,18,23,27,8,2,0,0,0,1,2]","{""Monday"":6,""Tuesday"":10,""Wednesday"":19,""Thursday"":22,""Friday"":30,""Saturday"":9,""Sunday"":5}"
sg:486520116a2c417795ccd111449d0fb3,245,201,"[14,13,15,10,6,1,2,4,5,6,8,8,10,6,9,7,9,11,13,8,5,8,4,8,13,9,8,6,7,5,7]","[0,0,0,0,0,0,2,9,20,26,34,43,54,55,42,41,36,38,26,4,3,1,1,1]","{""Monday"":27,""Tuesday"":20,""Wednesday"":42,""Thursday"":34,""Friday"":44,""Saturday"":42,""Sunday"":36}"
sg:cbf6d761944143a087e0bdad4d860dc4,19,7,"[0,1,0,1,0,2,0,1,1,0,0,0,1,0,0,2,0,0,0,2,1,0,2,0,0,0,3,0,0,1,1]","[0,0,0,0,0,0,0,0,12,15,15,11,10,10,10,2,0,0,0,0,0,0,0,0]","{""Monday"":8,""Tuesday"":1,""Wednesday"":1,""Thursday"":7,""Friday"":1,""Saturday"":1,""Sunday"":0}"
sg:0b331d46573341d5bbb2e92e143b35e3,180,42,"[0,11,3,3,0,5,4,6,6,11,2,5,7,7,8,9,7,4,3,11,9,6,10,10,2,1,7,6,6,6,5]","[15,15,15,31,32,24,19,47,36,15,12,14,12,15,13,14,19,15,7,5,5,1,12,13]","{""Monday"":30,""Tuesday"":27,""Wednesday"":26,""Thursday"":42,""Friday"":35,""Saturday"":11,""Sunday"":9}"
sg:b72d1094966840f882dd7c37d19e5c9f,174,151,"[4,7,4,3,2,8,6,9,9,5,5,4,4,3,3,4,4,6,4,5,5,4,6,15,12,10,11,3,3,3,3]","[0,1,2,0,0,0,0,3,11,54,24,28,25,37,15,15,20,12,14,2,0,4,0,0]","{""Monday"":28,""Tuesday"":17,""Wednesday"":23,""Thursday"":29,""Friday"":31,""Saturday"":26,""Sunday"":20}"
sg:7500ca496dbc45f7bc4eb3e3edecdb10,34,8,"[0,0,0,0,0,3,2,2,4,3,0,0,3,1,0,0,0,0,0,3,1,1,2,1,0,0,1,1,2,2,2]","[0,0,0,0,0,0,0,0,16,22,21,21,21,16,20,9,8,3,1,0,0,0,0,0]","{""Monday"":10,""Tuesday"":5,""Wednesday"":5,""Thursday"":8,""Friday"":6,""Saturday"":0,""Sunday"":0}"
sg:7679c3ec10b6408b80acdeb77c61ed6b,243,186,"[6,12,7,12,4,7,10,10,9,9,8,10,8,7,8,14,10,10,6,8,4,12,8,7,5,8,4,4,3,4,9]","[12,12,11,8,10,10,9,12,19,21,19,24,41,47,41,36,46,49,24,20,15,11,10,10]","{""Monday"":27,""Tuesday"":25,""Wednesday"":39,""Thursday"":47,""Friday"":42,""Saturday"":35,""Sunday"":28}"
sg:85d06eaf931b4224883f22e2e95cf65e,437,241,"[10,14,14,17,10,21,15,14,19,22,12,12,8,8,16,17,23,14,18,11,8,17,15,16,11,11,11,13,9,13,18]","[0,0,0,0,2,2,6,24,18,27,40,44,53,50,57,61,75,70,33,33,17,4,3,1]","{""Monday"":51,""Tuesday"":46,""Wednesday"":66,""Thursday"":78,""Friday"":91,""Saturday"":54,""Sunday"":51}"
sg:535284fd236148e39fbf25f712f29224,108,21,"[6,3,3,1,0,4,1,6,1,5,0,4,5,3,4,6,7,3,3,5,6,2,4,0,0,4,7,1,2,5,7]","[13,13,13,13,13,13,28,30,23,24,22,29,33,35,26,26,26,22,17,21,21,20,15,14]","{""Monday"":21,""Tuesday"":12,""Wednesday"":20,""Thursday"":19,""Friday"":21,""Saturday"":4,""Sunday"":11}"
sg:653ad308427446efb71a692ddd37dd0a,32,25,"[3,3,0,1,0,2,1,2,2,1,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,2,4,1,3]","[1,1,1,1,1,1,2,4,7,5,5,7,7,9,11,8,8,0,0,2,0,0,1,1]","{""Monday"":3,""Tuesday"":5,""Wednesday"":9,""Thursday"":10,""Friday"":4,""Saturday"":1,""Sunday"":0}"
sg:ee0e0c5b11784563bf170d286dfa1866,142,30,"[0,4,3,3,0,2,5,5,8,3,3,5,5,7,5,4,2,1,0,3,8,10,7,6,4,10,11,6,3,6,3]","[16,14,17,21,15,5,16,27,34,34,32,30,29,29,24,21,19,24,14,13,18,19,18,17]","{""Monday"":21,""Tuesday"":26,""Wednesday"":23,""Thursday"":29,""Friday"":17,""Saturday"":11,""Sunday"":15}"
sg:15dbf73115f24713a74b8aad81ff0c67,60,34,"[3,0,1,7,2,1,2,0,2,2,0,0,2,4,6,1,3,5,0,1,1,5,6,0,0,0,2,1,0,2,1]","[1,1,1,1,0,0,0,4,5,2,4,3,4,3,6,9,9,15,11,10,7,5,1,0]","{""Monday"":6,""Tuesday"":8,""Wednesday"":14,""Thursday"":11,""Friday"":7,""Saturday"":12,""Sunday"":2}"
sg:1b7d11d8dc89401f81ae332e61d3938a,18,13,"[1,0,1,1,0,1,1,2,1,1,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1]","[0,1,0,0,0,2,5,5,5,6,6,5,6,9,4,2,4,1,0,1,0,0,0,0]","{""Monday"":5,""Tuesday"":2,""Wednesday"":4,""Thursday"":1,""Friday"":4,""Saturday"":2,""Sunday"":0}"
sg:27533752f0c74303a2518fca1f716f74,72,62,"[1,2,8,7,0,0,0,1,1,3,7,7,2,1,1,3,5,3,2,3,0,1,2,2,3,3,0,1,2,1,0]","[0,0,0,0,0,0,0,2,2,4,4,4,7,10,13,18,23,18,14,6,6,2,0,0]","{""Monday"":5,""Tuesday"":2,""Wednesday"":6,""Thursday"":9,""Friday"":18,""Saturday"":20,""Sunday"":12}"
sg:2bc1a30a2e314a7d9e3a2fe83061529d,605,366,"[13,10,18,11,10,22,7,14,12,35,37,35,19,15,34,40,22,6,15,23,11,12,52,40,4,3,19,20,22,13,11]","[97,125,149,172,191,166,130,116,92,65,49,44,59,70,70,75,52,69,50,32,27,22,34,66]","{""Monday"":83,""Tuesday"":53,""Wednesday"":95,""Thursday"":127,""Friday"":126,""Saturday"":58,""Sunday"":63}"
sg:adc0e930b4df476086af2db185fb4c24,10,10,"[0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,1,0,0,1,0,0,0]","{""Monday"":3,""Tuesday"":1,""Wednesday"":0,""Thursday"":0,""Friday"":3,""Saturday"":3,""Sunday"":0}"
sg:2e27ededebc0480082a19133560c006f,15,5,"[0,1,0,0,0,0,0,1,1,2,1,0,0,2,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,5,4,5,4,3,3,3,4,2,3,2,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":2,""Wednesday"":3,""Thursday"":5,""Friday"":4,""Saturday"":1,""Sunday"":0}"
sg:5161060dec0c4e9283f301161925eee5,92,40,"[1,3,2,2,2,0,4,2,3,6,3,3,3,3,3,0,3,1,1,4,5,6,5,5,2,2,3,5,2,6,2]","[21,22,24,25,25,26,28,37,42,39,44,44,43,45,42,39,38,30,20,17,19,18,19,18]","{""Monday"":10,""Tuesday"":17,""Wednesday"":14,""Thursday"":17,""Friday"":18,""Saturday"":8,""Sunday"":8}"
sg:5682be6f8feb45248f249159b4ebb006,48,40,"[0,3,4,0,0,1,3,1,6,0,0,0,2,2,4,2,1,0,0,1,1,2,2,2,3,0,1,1,4,1,1]","[0,0,0,0,0,0,0,0,1,3,2,4,5,8,10,8,6,8,4,7,5,0,0,0]","{""Monday"":5,""Tuesday"":7,""Wednesday"":11,""Thursday"":14,""Friday"":8,""Saturday"":3,""Sunday"":0}"
sg:ca9e7c3e71964a388c3e96c01b63f7b7,473,315,"[8,24,19,8,4,20,25,23,15,18,12,3,20,14,20,18,17,3,7,8,18,32,10,16,6,6,26,20,16,20,17]","[17,16,16,16,13,15,42,52,57,85,97,104,101,85,74,77,62,29,30,19,22,20,13,14]","{""Monday"":74,""Tuesday"":78,""Wednesday"":99,""Thursday"":87,""Friday"":86,""Saturday"":29,""Sunday"":20}"
sg:04ff97500f6d43998803f385ae29bdb6,92,64,"[3,4,4,3,0,1,2,3,2,5,0,3,3,1,2,2,6,4,3,0,4,2,4,1,6,4,1,2,3,6,8]","[1,2,2,2,2,3,2,1,3,5,9,12,20,20,30,27,26,25,10,6,5,3,2,3]","{""Monday"":5,""Tuesday"":11,""Wednesday"":13,""Thursday"":18,""Friday"":22,""Saturday"":13,""Sunday"":10}"
sg:f0073860afdc401fa239e532960bc224,8,7,"[0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0]","[1,1,1,1,1,1,1,1,6,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1]","{""Monday"":2,""Tuesday"":2,""Wednesday"":1,""Thursday"":0,""Friday"":0,""Saturday"":3,""Sunday"":0}"
sg:3725cb7d7d4f4c238183b86a80f3bb7a,428,86,"[2,13,14,6,5,21,25,19,19,27,9,2,10,14,12,20,14,5,3,18,14,13,14,27,14,3,19,18,13,19,16]","[51,44,44,77,39,34,74,115,121,147,139,142,150,133,128,115,67,58,25,45,51,54,61,57]","{""Monday"":68,""Tuesday"":71,""Wednesday"":59,""Thursday"":85,""Friday"":98,""Saturday"":34,""Sunday"":13}"
sg:1db08584adfb4a3191e47007610cab64,392,298,"[5,13,9,12,8,16,13,17,13,13,18,5,11,15,23,13,12,3,5,9,9,11,17,12,24,9,16,9,13,24,15]","[3,5,5,3,2,1,6,13,17,21,37,47,79,77,54,52,43,48,17,26,24,9,6,3]","{""Monday"":52,""Tuesday"":47,""Wednesday"":69,""Thursday"":80,""Friday"":60,""Saturday"":57,""Sunday"":27}"
sg:dac69affbcf642059ba4955867cda00c,647,473,"[12,25,28,32,15,13,22,17,31,22,18,18,13,26,30,25,20,20,18,33,16,21,12,20,31,11,22,19,27,7,23]","[0,0,0,0,0,0,5,17,31,64,96,125,157,173,157,140,116,99,83,60,56,9,1,1]","{""Monday"":81,""Tuesday"":83,""Wednesday"":107,""Thursday"":100,""Friday"":113,""Saturday"":101,""Sunday"":62}"
sg:01b564818963481abfec67e045be9e99,16,7,"[1,1,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0]","[0,0,0,0,0,0,0,0,0,2,5,6,8,7,6,5,5,2,1,0,1,1,0,0]","{""Monday"":3,""Tuesday"":7,""Wednesday"":2,""Thursday"":4,""Friday"":0,""Saturday"":0,""Sunday"":0}"
sg:1d5efc7f7a784541a02b105d254972a7,170,118,"[5,2,5,10,5,6,4,1,6,5,17,2,5,6,4,2,6,8,7,2,3,3,7,8,10,7,9,6,2,5,2]","[3,3,1,1,5,21,24,25,33,48,61,56,40,18,8,8,13,12,6,11,12,14,12,6]","{""Monday"":22,""Tuesday"":19,""Wednesday"":15,""Thursday"":22,""Friday"":26,""Saturday"":45,""Sunday"":21}"
sg:2f982c74ecd24b57b69beb14660acc42,3518,1045,"[0,26,24,11,71,160,133,155,138,284,233,94,150,116,154,135,106,58,60,74,132,135,137,106,65,78,137,127,191,126,102]","[412,426,456,452,445,442,437,471,691,775,746,810,918,789,707,721,668,557,438,503,521,506,473,423]","{""Monday"":521,""Tuesday"":508,""Wednesday"":635,""Thursday"":562,""Friday"":622,""Saturday"":367,""Sunday"":303}"
sg:0cf22c1d6d0a4c85a0a22d9abef0d3cb,337,83,"[4,13,10,2,15,14,18,20,13,12,10,8,11,15,10,11,9,5,11,11,10,17,12,17,4,5,12,12,6,7,13]","[41,44,33,32,70,89,104,117,124,117,114,106,120,111,84,61,55,45,25,24,43,44,36,40]","{""Monday"":48,""Tuesday"":60,""Wednesday"":57,""Thursday"":56,""Friday"":56,""Saturday"":21,""Sunday"":39}"
sg:47599685e7f74d2a8dc716930f19cc77,288,68,"[5,14,14,7,2,7,9,12,2,11,6,14,11,8,16,7,12,8,0,5,12,6,12,6,14,14,10,12,10,9,13]","[12,13,14,12,12,17,26,27,36,33,34,28,41,41,39,27,26,30,17,12,12,17,14,10]","{""Monday"":33,""Tuesday"":42,""Wednesday"":49,""Thursday"":44,""Friday"":55,""Saturday"":35,""Sunday"":30}"
sg:1d1fe7a369af48e4ac369d4b6baccd17,11,10,"[0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,2,0]","[1,0,0,0,0,0,0,0,0,1,2,1,3,2,3,1,1,2,2,1,1,1,1,1]","{""Monday"":3,""Tuesday"":2,""Wednesday"":2,""Thursday"":2,""Friday"":1,""Saturday"":1,""Sunday"":0}"
sg:1ff94ad50d984c09a3a2a651a5c19fad,16,16,"[0,0,1,0,0,0,0,0,0,2,1,1,0,0,2,2,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0]","[0,0,0,0,0,0,0,1,2,7,8,8,2,4,7,7,6,4,2,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":2,""Thursday"":2,""Friday"":5,""Saturday"":2,""Sunday"":5}"
sg:78cb69b8f88f493cbcac6483bbfe4d22,673,117,"[10,7,12,15,22,31,31,34,22,27,23,13,31,30,33,14,26,21,16,22,30,29,18,9,17,16,31,25,30,22,6]","[0,0,0,1,1,1,17,24,28,63,82,91,102,101,101,157,206,170,169,140,119,60,5,5]","{""Monday"":115,""Tuesday"":116,""Wednesday"":136,""Thursday"":83,""Friday"":80,""Saturday"":76,""Sunday"":67}"
sg:cd3f17a4f4004f01b316d8c4038c3bf8,51,9,"[0,0,0,0,0,0,1,2,2,1,1,4,4,1,2,2,3,1,2,2,5,3,3,2,0,3,2,2,1,1,1]","[24,23,23,23,23,23,21,19,7,7,7,8,10,10,10,19,21,22,17,20,22,23,25,27]","{""Monday"":8,""Tuesday"":9,""Wednesday"":8,""Thursday"":8,""Friday"":7,""Saturday"":2,""Sunday"":9}"
sg:67bdaf8929aa4c21b5bc49ef6a194c5f,29,25,"[0,2,0,0,0,0,1,1,2,1,1,1,2,0,0,1,1,1,1,1,1,2,1,0,2,0,2,1,1,1,2]","[0,0,0,1,1,1,1,0,1,2,3,7,6,0,3,3,4,4,1,5,5,1,1,1]","{""Monday"":5,""Tuesday"":3,""Wednesday"":4,""Thursday"":7,""Friday"":4,""Saturday"":4,""Sunday"":2}"
sg:936a3d7a3d884609aa0731573cb392d3,822,681,"[38,31,41,54,31,22,27,23,26,35,3,20,17,18,20,26,29,16,41,40,25,22,28,30,42,20,17,25,14,25,16]","[1,3,2,3,3,2,16,18,22,37,64,99,134,169,155,175,179,125,85,70,67,22,4,2]","{""Monday"":96,""Tuesday"":95,""Wednesday"":117,""Thursday"":136,""Friday"":151,""Saturday"":115,""Sunday"":112}"
sg:0c754d15256f42a9a4c91ae24831506e,158,130,"[9,4,6,6,2,7,3,5,4,8,3,4,6,5,5,5,7,2,4,3,3,3,5,7,12,3,9,2,6,5,5]","[6,7,7,8,7,8,8,11,16,12,11,23,27,21,21,23,16,13,16,31,32,19,15,12]","{""Monday"":25,""Tuesday"":17,""Wednesday"":28,""Thursday"":23,""Friday"":29,""Saturday"":23,""Sunday"":13}"
sg:f5dd9a908b714acd9df3f054e0920217,6,5,"[0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,2,1,1,1,1,1]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":5,""Friday"":0,""Saturday"":1,""Sunday"":0}"
sg:0231915ef4264360ba87dec3e4eff79c,2704,1543,"[0,27,6,100,78,54,57,79,29,28,177,132,60,15,32,53,81,100,158,42,23,29,71,340,457,224,44,99,58,13,38]","[5,6,4,4,3,82,128,362,469,528,608,679,674,794,879,805,689,606,602,507,416,271,102,12]","{""Monday"":200,""Tuesday"":194,""Wednesday"":198,""Thursday"":193,""Friday"":493,""Saturday"":834,""Sunday"":592}"
sg:9c28409c8d2643c2b5c5982ae9d3c5b9,253,130,"[0,8,9,1,9,22,8,12,13,9,3,4,21,9,11,8,6,1,6,8,9,9,13,4,5,6,15,5,9,5,5]","[5,2,2,2,2,2,11,37,55,65,59,65,51,44,31,30,21,8,21,15,14,2,1,3]","{""Monday"":66,""Tuesday"":32,""Wednesday"":41,""Thursday"":47,""Friday"":32,""Saturday"":10,""Sunday"":25}"
sg:6908bf9838c44216a78fc376eb8a99d6,60,44,"[4,4,0,1,0,2,2,1,2,2,5,1,0,1,4,3,0,5,1,5,1,3,1,0,1,0,2,3,2,2,2]","[5,3,0,0,1,2,6,14,19,20,12,10,13,10,7,8,8,3,1,3,2,2,3,4]","{""Monday"":9,""Tuesday"":7,""Wednesday"":14,""Thursday"":12,""Friday"":4,""Saturday"":12,""Sunday"":2}"
sg:ae95c00d1dc143adbafc6b96af8ab080,163,76,"[0,8,15,6,2,7,7,6,6,5,2,5,11,5,6,10,3,4,6,6,3,6,3,7,5,3,6,0,2,3,5]","[4,6,5,5,5,6,20,33,48,54,49,36,42,44,42,22,12,9,5,6,6,5,4,3]","{""Monday"":30,""Tuesday"":15,""Wednesday"":20,""Thursday"":30,""Friday"":35,""Saturday"":17,""Sunday"":16}"
sg:f119c116b8f74c08b30a63590d1082d1,150,86,"[4,5,7,1,1,4,5,7,8,8,3,2,5,5,5,4,4,4,2,2,4,9,4,12,5,1,3,4,6,3,13]","[15,10,5,1,1,1,11,32,36,31,32,24,26,25,19,22,14,7,4,6,5,6,6,15]","{""Monday"":14,""Tuesday"":21,""Wednesday"":31,""Thursday"":24,""Friday"":41,""Saturday"":13,""Sunday"":6}"
sg:0be956a60bb147b484ab77bd7aefd185,997,412,"[0,6,4,2,2,31,15,31,33,66,0,1,63,53,57,66,20,4,1,1,68,63,72,28,3,0,60,80,65,65,37]","[6,3,3,2,2,1,7,57,138,213,249,261,245,233,217,162,136,104,66,66,47,20,6,7]","{""Monday"":155,""Tuesday"":216,""Wednesday"":216,""Thursday"":242,""Friday"":155,""Saturday"":9,""Sunday"":4}"
sg:eea768d9f06f40b2b05f89ddd11530d0,151,27,"[0,6,2,1,0,6,5,6,6,12,0,0,8,5,8,6,8,0,2,8,5,8,3,14,0,1,7,7,6,7,4]","[0,0,0,0,0,8,26,50,83,86,84,80,89,72,69,60,48,21,4,0,0,0,0,0]","{""Monday"":29,""Tuesday"":22,""Wednesday"":28,""Thursday"":28,""Friday"":40,""Saturday"":1,""Sunday"":3}"
sg:018aaca85e814dc7a4e8f9dcb0a78c81,604,537,"[2,20,32,30,29,20,14,8,23,21,5,25,12,16,11,26,26,24,22,2,9,18,29,17,26,31,16,15,14,33,28]","[67,70,80,95,109,105,86,64,56,95,124,136,138,139,126,102,92,65,46,68,63,75,74,73]","{""Monday"":50,""Tuesday"":67,""Wednesday"":53,""Thursday"":131,""Friday"":111,""Saturday"":85,""Sunday"":107}"
sg:d3ec7659f27e4bfbb15f547497a5f99a,349,242,"[0,18,15,11,3,13,8,15,13,20,9,6,7,14,8,11,14,9,5,12,7,17,20,13,10,3,17,12,15,12,12]","[5,1,1,0,2,8,13,23,41,41,50,49,68,63,59,59,62,49,37,25,11,6,3,2]","{""Monday"":49,""Tuesday"":42,""Wednesday"":55,""Thursday"":74,""Friday"":73,""Saturday"":39,""Sunday"":17}"
sg:f62a833115ca49a49921730bde48bfc2,18,11,"[0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,4,1,0,0,1,0,3]","[2,2,2,2,2,2,3,3,1,2,3,1,0,0,0,2,5,5,5,3,2,3,2,2]","{""Monday"":1,""Tuesday"":1,""Wednesday"":1,""Thursday"":3,""Friday"":5,""Saturday"":4,""Sunday"":3}"
sg:52fc2f9282d245138babed6747fc3910,7,6,"[0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1]","[0,0,0,0,0,0,1,1,1,2,2,2,2,1,2,3,2,1,0,0,0,0,0,0]","{""Monday"":2,""Tuesday"":0,""Wednesday"":1,""Thursday"":0,""Friday"":2,""Saturday"":1,""Sunday"":1}"
sg:9722395890034992b4f4543a56dc6fe1,1012,467,"[61,28,30,31,17,11,19,25,36,40,48,17,15,14,27,48,102,58,30,24,24,25,14,17,36,53,21,16,25,42,58]","[155,160,160,147,145,136,135,142,114,129,128,94,75,87,87,128,122,139,116,97,102,128,133,153]","{""Monday"":71,""Tuesday"":95,""Wednesday"":163,""Thursday"":168,""Friday"":225,""Saturday"":173,""Sunday"":117}"
sg:8dca31749ba94e799993bd952a651cda,465,122,"[0,13,14,0,0,20,26,25,16,23,6,4,28,20,20,28,31,2,0,10,12,23,16,21,2,1,24,19,21,18,22]","[25,20,13,6,17,33,63,101,120,114,128,142,128,131,146,118,61,44,32,40,40,39,39,37]","{""Monday"":82,""Tuesday"":77,""Wednesday"":89,""Thursday"":91,""Friday"":111,""Saturday"":10,""Sunday"":5}"
sg:5ff4f7f64ecf43dfafc52b2532e83882,276,209,"[0,9,7,14,24,14,23,15,15,17,7,4,5,7,9,4,9,5,2,2,10,8,8,11,8,3,5,10,7,9,5]","[14,7,2,0,0,0,0,6,31,37,59,63,57,59,65,55,57,30,23,30,29,22,15,14]","{""Monday"":26,""Tuesday"":51,""Wednesday"":39,""Thursday"":45,""Friday"":48,""Saturday"":34,""Sunday"":33}"
sg:ee59afe1e09a4afb9f829a3b1b0c12b8,596,513,"[46,24,41,66,38,10,5,6,5,17,29,19,16,3,5,5,11,21,20,44,9,9,6,22,40,27,12,11,9,7,13]","[0,0,0,0,0,0,2,7,11,20,39,51,78,111,124,130,133,104,63,69,53,17,3,0]","{""Monday"":82,""Tuesday"":28,""Wednesday"":75,""Thursday"":47,""Friday"":104,""Saturday"":156,""Sunday"":104}"
sg:796a100cdf1140dab3bb18af8821ee76,155,101,"[1,13,12,3,11,7,1,4,4,3,0,0,1,1,1,2,9,6,1,3,2,4,7,9,11,2,3,6,7,10,11]","[4,2,2,2,3,3,2,2,8,17,35,51,47,26,31,30,29,29,12,9,8,8,7,6]","{""Monday"":14,""Tuesday"":15,""Wednesday"":17,""Thursday"":36,""Friday"":39,""Saturday"":20,""Sunday"":14}"
